   @ATTRIBUTE direccion_fantasma_S {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_W {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_E {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_cercano {North,South,West,East,Stop}   
   @ATTRIBUTE distancia_fantasma_cercano NUMERIC
   @ATTRIBUTE pac_dots NUMERIC
   @ATTRIBUTE nearest_food NUMERIC
   @ATTRIBUTE SCORE NUMERIC
   @ATTRIBUTE action {North,South,West,East,Stop}
   @ATTRIBUTE NEXT_SCORE NUMERIC

   @data

44, 31, 17, 27, 10, True, False, True, False, West, 4, 2, 1, 5, 5, 999999, 1, 999999, 2, 0, 2, 0, 0, 0, 1, 1, West, None, East, None, East, 6, 9, 6, 357,North, 356
45, 31, 17, 27, 11, True, True, False, False, North, 4, 2, 0, 4, 4, 999999, 25, 999999, 2, 0, 1, 0, 0, 0, 0, 2, East, None, East, None, East, 4, 9, 5, 356,North, 355
46, 31, 17, 27, 12, True, True, True, False, North, 4, 2, 0, 3, 3, 999999, 25, 999999, 2, 0, 1, 0, 0, 0, 0, 2, East, None, East, None, East, 3, 9, 4, 355,North, 354
47, 31, 17, 27, 13, False, True, True, True, North, 4, 2, 0, 2, 2, 999999, 24, 999999, 2, 0, 1, 0, 0, 0, 0, 2, East, None, East, None, East, 2, 9, 3, 354,West, 353
48, 31, 17, 26, 13, True, False, True, False, West, 4, 2, 1, 2, 2, 999999, 23, 1, 2, 0, 1, 1, 0, 0, 0, 2, East, None, East, East, East, 3, 9, 2, 353,North, 352
49, 31, 17, 26, 14, True, True, False, True, North, 4, 2, 1, 1, 1, 999999, 23, 1, 2, 0, 1, 1, 0, 0, 0, 2, East, None, East, East, East, 2, 9, 1, 352,North, 351
50, 31, 17, 26, 15, False, True, True, True, North, 4, 2, 2, 0, 999999, 999999, 24, 2, 0, 0, 1, 1, 0, 0, 1, 1, None, None, West, East, East, 2, 9, 2, 351,East, 350
51, 31, 17, 27, 15, False, False, True, True, East, 4, 2, 2, 0, 999999, 999999, 24, 2, 0, 0, 1, 1, 0, 0, 0, 2, None, None, East, East, East, 2, 9, 3, 350,East, 349
52, 31, 17, 28, 15, False, False, True, True, East, 4, 2, 1, 0, 999999, 999999, 26, 1, 0, 0, 1, 1, 0, 0, 1, 0, None, None, West, Stop, Stop, 1, 9, 4, 349,East, 548
53, 31, 17, 29, 15, False, False, False, True, East, 4, 1, 28, 0, 999999, 999999, 28, 999999, 0, 0, 1, 0, 0, 0, 1, 0, None, None, West, None, West, 28, 9, 5, 548,West, 547
54, 31, 17, 28, 15, False, False, True, True, West, 4, 1, 27, 1, 999999, 1, 27, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 28, 9, 4, 547,West, 546
55, 31, 17, 27, 15, False, False, True, True, West, 4, 1, 26, 0, 999999, 999999, 26, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 26, 9, 3, 546,West, 545
56, 31, 17, 26, 15, False, True, True, True, West, 4, 1, 25, 1, 999999, 1, 25, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 26, 9, 2, 545,South, 544
57, 31, 17, 26, 14, True, True, False, True, South, 4, 1, 25, 1, 1, 999999, 25, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 26, 9, 1, 544,South, 543
58, 31, 17, 26, 13, True, False, True, False, South, 4, 1, 25, 2, 2, 999999, 25, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 27, 9, 2, 543,East, 542
59, 31, 17, 27, 13, False, True, True, True, East, 4, 1, 26, 1, 1, 999999, 26, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 27, 9, 3, 542,South, 541
60, 31, 17, 27, 12, True, True, True, False, South, 4, 1, 26, 1, 1, 999999, 26, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 27, 9, 4, 541,South, 540
61, 31, 17, 27, 11, True, True, False, False, South, 4, 1, 26, 1, 1, 999999, 26, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 27, 9, 5, 540,South, 539
62, 31, 17, 27, 10, True, False, True, False, South, 4, 1, 26, 2, 2, 999999, 26, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 28, 9, 6, 539,East, 538
63, 31, 17, 28, 10, False, False, True, True, East, 4, 1, 27, 2, 2, 999999, 27, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 29, 9, 7, 538,East, 537
64, 31, 17, 29, 10, False, True, False, True, East, 4, 1, 28, 3, 3, 999999, 28, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 31, 9, 8, 537,South, 536
65, 31, 17, 29, 9, True, True, False, False, South, 4, 1, 28, 5, 5, 999999, 28, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 30, 9, 9, 536,South, 535
66, 31, 17, 29, 8, True, False, False, True, South, 4, 1, 28, 6, 6, 999999, 28, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 29, 9, 10, 535,West, 534
67, 31, 17, 28, 8, False, False, True, True, West, 4, 1, 27, 5, 5, 999999, 27, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 28, 9, 9, 534,West, 533
68, 31, 17, 27, 8, False, True, True, False, West, 4, 1, 26, 4, 4, 999999, 26, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 27, 9, 8, 533,South, 532
69, 31, 17, 27, 7, True, True, False, False, South, 4, 1, 26, 6, 6, 999999, 26, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 26, 9, 9, 532,South, 531
70, 31, 17, 27, 6, True, True, True, False, South, 4, 1, 26, 6, 6, 999999, 26, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 25, 9, 9, 531,South, 530
71, 31, 17, 27, 5, True, False, False, True, South, 4, 1, 26, 8, 8, 999999, 26, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 24, 9, 8, 530,West, 529
72, 31, 17, 26, 5, False, False, True, True, West, 4, 1, 25, 8, 8, 999999, 25, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 23, 9, 7, 529,West, 528
73, 31, 17, 25, 5, False, True, True, True, West, 4, 1, 24, 9, 9, 999999, 24, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 22, 9, 6, 528,West, 527
74, 31, 17, 24, 5, False, False, True, True, West, 4, 1, 23, 9, 9, 999999, 23, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 21, 9, 5, 527,West, 526
75, 31, 17, 23, 5, True, True, True, False, West, 4, 1, 22, 9, 9, 999999, 22, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 20, 9, 4, 526,North, 525
76, 31, 17, 23, 6, True, True, False, False, North, 4, 1, 22, 7, 7, 999999, 22, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 21, 9, 5, 525,North, 524
77, 31, 17, 23, 7, False, True, True, False, North, 4, 1, 22, 5, 5, 999999, 22, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 22, 9, 5, 524,East, 523
78, 31, 17, 24, 7, False, False, True, True, East, 4, 1, 23, 6, 6, 999999, 23, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 23, 9, 6, 523,East, 522
79, 31, 17, 25, 7, True, False, False, True, East, 4, 1, 24, 7, 7, 999999, 24, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 24, 9, 7, 522,North, 521
80, 31, 17, 25, 8, True, True, False, False, North, 4, 1, 24, 5, 5, 999999, 24, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 25, 9, 6, 521,North, 520
81, 31, 17, 25, 9, True, True, False, True, North, 4, 1, 24, 3, 3, 999999, 24, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 26, 9, 5, 520,West, 519
82, 31, 17, 24, 9, False, False, True, True, West, 4, 1, 23, 3, 3, 999999, 23, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 25, 9, 6, 519,West, 518
83, 31, 17, 23, 9, False, False, True, True, West, 4, 1, 22, 3, 3, 999999, 22, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 24, 9, 5, 518,West, 517
84, 31, 17, 22, 9, False, False, True, True, West, 4, 1, 20, 3, 3, 999999, 20, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 23, 9, 4, 517,West, 516
85, 31, 17, 21, 9, True, True, True, True, West, 4, 1, 19, 3, 3, 999999, 19, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 22, 9, 3, 516,South, 515
86, 31, 17, 21, 8, True, True, False, False, South, 4, 1, 20, 4, 4, 999999, 20, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 21, 9, 2, 515,South, 514
87, 31, 17, 21, 7, True, True, False, False, South, 4, 1, 19, 5, 5, 999999, 19, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 20, 9, 3, 514,South, 513
88, 31, 17, 21, 6, True, True, False, False, South, 4, 1, 18, 6, 6, 999999, 18, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 19, 9, 3, 513,South, 512
89, 31, 17, 21, 5, True, False, False, True, South, 4, 1, 18, 7, 7, 999999, 18, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 18, 9, 2, 512,West, 511
90, 31, 17, 20, 5, False, False, True, True, West, 4, 1, 17, 6, 6, 999999, 17, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 17, 9, 3, 511,West, 510
91, 31, 17, 19, 5, False, True, True, True, West, 4, 1, 16, 5, 5, 999999, 16, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 16, 9, 3, 510,South, 509
92, 31, 17, 19, 4, True, True, False, False, South, 4, 1, 17, 6, 6, 999999, 17, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 15, 9, 3, 509,South, 508
93, 31, 17, 19, 3, True, False, False, True, South, 4, 1, 16, 7, 7, 999999, 16, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 14, 9, 2, 508,West, 507
94, 31, 17, 18, 3, False, False, True, True, West, 4, 1, 15, 7, 7, 999999, 15, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 13, 9, 3, 507,West, 506
95, 31, 17, 17, 3, False, False, True, True, West, 4, 1, 15, 7, 7, 999999, 15, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 12, 9, 4, 506,West, 505
96, 31, 17, 16, 3, False, False, True, True, West, 4, 1, 13, 7, 7, 999999, 13, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 11, 9, 3, 505,West, 504
97, 31, 17, 15, 3, False, False, True, True, West, 4, 1, 13, 7, 7, 999999, 13, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 10, 9, 3, 504,West, 503
98, 31, 17, 14, 3, False, False, True, True, West, 4, 1, 11, 7, 7, 999999, 11, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 9, 9, 2, 503,West, 502
99, 31, 17, 13, 3, False, False, True, True, West, 4, 1, 11, 7, 7, 999999, 11, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 8, 9, 3, 502,West, 501
100, 31, 17, 12, 3, False, False, True, True, West, 4, 1, 10, 7, 7, 999999, 10, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 7, 9, 4, 501,West, 500
101, 31, 17, 11, 3, True, False, True, True, West, 4, 1, 10, 7, 7, 999999, 10, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 6, 9, 5, 500,West, 499
102, 31, 17, 10, 3, False, False, True, True, West, 4, 1, 8, 7, 7, 999999, 8, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 5, 9, 6, 499,West, 498
103, 31, 17, 9, 3, False, False, True, True, West, 4, 1, 7, 7, 7, 999999, 7, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 4, 9, 7, 498,West, 497
104, 31, 17, 8, 3, False, False, True, True, West, 4, 1, 5, 7, 7, 999999, 5, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 3, 9, 8, 497,West, 496
105, 31, 17, 7, 3, True, False, True, False, West, 4, 1, 4, 8, 8, 999999, 4, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 2, 9, 9, 496,North, 495
106, 31, 17, 7, 4, True, True, False, False, North, 4, 1, 4, 7, 7, 999999, 4, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 3, 9, 8, 495,North, 494
107, 31, 17, 7, 5, True, True, False, True, North, 4, 1, 4, 5, 5, 999999, 4, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 4, 9, 7, 494,West, 493
108, 31, 17, 6, 5, False, False, True, True, West, 4, 1, 3, 6, 6, 999999, 3, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 5, 9, 8, 493,West, 492
109, 31, 17, 5, 5, False, False, True, True, West, 4, 1, 2, 6, 6, 999999, 2, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 4, 9, 8, 492,West, 491
110, 31, 17, 4, 5, False, False, True, True, West, 4, 1, 1, 7, 7, 999999, 1, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 5, 9, 7, 491,West, 490
111, 31, 17, 3, 5, True, False, True, True, West, 4, 1, 1, 7, 7, 999999, 1, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 4, 9, 6, 490,North, 489
112, 31, 17, 3, 6, True, True, False, True, North, 4, 1, 1, 6, 6, 999999, 1, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 5, 9, 5, 489,North, 488
113, 31, 17, 3, 7, True, True, False, False, North, 4, 1, 2, 5, 5, 999999, 2, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 6, 9, 4, 488,North, 487
114, 31, 17, 3, 8, False, True, False, True, North, 4, 1, 2, 4, 4, 999999, 2, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 6, 9, 3, 487,West, 486
115, 31, 17, 2, 8, False, False, True, True, West, 4, 1, 0, 4, 4, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 0, 1, East, None, None, None, East, 4, 9, 2, 486,West, 485
116, 31, 17, 1, 8, True, False, True, False, West, 4, 1, 2, 4, 4, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 6, 8, 16, 485,North, 584
117, 31, 17, 1, 9, True, True, False, False, North, 4, 1, 2, 3, 3, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 5, 8, 16, 584,North, 583
118, 31, 17, 1, 10, False, True, True, False, North, 4, 1, 2, 3, 3, 999999, 999999, 2, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 5, 8, 15, 583,East, 582
119, 31, 17, 2, 10, False, False, True, True, East, 4, 1, 1, 3, 3, 999999, 999999, 1, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 4, 8, 14, 582,East, 581
120, 31, 17, 3, 10, True, False, False, True, East, 4, 1, 0, 3, 3, 999999, 999999, 999999, 1, 0, 0, 0, 1, 0, 0, 0, North, None, None, None, North, 3, 8, 13, 581,North, 580
121, 31, 17, 3, 11, True, True, False, False, North, 4, 1, 1, 2, 2, 999999, 999999, 1, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 3, 8, 12, 580,North, 579
122, 31, 17, 3, 12, True, True, False, True, North, 4, 1, 1, 1, 1, 999999, 999999, 1, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 2, 8, 11, 579,North, 578
