@relation data/training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R49

@attribute TICK numeric
@attribute width numeric
@attribute height numeric
@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute legal_actions_N {True,False}
@attribute legal_actions_S {True,False}
@attribute legal_actions_E {True,False}
@attribute legal_actions_W {True,False}
@attribute direction {North,South,West,East,Stop}
@attribute number_ghosts numeric
@attribute number_living_ghosts numeric
@attribute mov_ver numeric
@attribute mov_hor numeric
@attribute min_distancia_norte numeric
@attribute min_distancia_sur numeric
@attribute min_distancia_oeste numeric
@attribute min_distancia_este numeric
@attribute vision_SW {True,False,Ghost}
@attribute vision_W {True,False,Ghost}
@attribute vision_NW {True,False,Ghost}
@attribute vision_S {True,False,Ghost}
@attribute vision_N {True,False,Ghost}
@attribute vision_SE {True,False,Ghost}
@attribute vision_E {True,False,Ghost}
@attribute vision_NE {True,False,Ghost}
@attribute distancia_pared_norte numeric
@attribute distancia_pared_sur numeric
@attribute distancia_pared_este numeric
@attribute distancia_pared_oeste numeric
@attribute num_ghost_N numeric
@attribute num_ghost_S numeric
@attribute num_ghost_W numeric
@attribute num_ghost_E numeric
@attribute num_ghost_ori_N numeric
@attribute num_ghost_ori_S numeric
@attribute num_ghost_ori_W numeric
@attribute num_ghost_ori_E numeric
@attribute direccion_fantasma_N {North,South,West,East,Stop,None}
@attribute direccion_fantasma_S {North,South,West,East,Stop,None}
@attribute direccion_fantasma_W {North,South,West,East,Stop,None}
@attribute direccion_fantasma_E {North,South,West,East,Stop,None}
@attribute direccion_fantasma_cercano {North,South,West,East,Stop}
@attribute distancia_fantasma_cercano numeric
@attribute pac_dots numeric
@attribute nearest_food numeric
@attribute SCORE numeric
@attribute action {North,South,West,East,Stop}

@data
39,28,29,15,20,False,True,True,False,North,4,1,3,1,1,999999,999999,3,True,True,True,False,True,True,False,True,1,4,4,1,1,0,0,1,1,0,0,0,North,None,None,North,North,4,0,-1,562,East
40,28,29,16,20,False,False,True,True,East,4,1,2,0,999999,999999,999999,2,False,False,True,True,True,True,False,True,1,1,3,2,0,0,0,1,0,1,0,0,None,None,None,South,South,2,0,-1,561,East
1,28,9,12,5,False,False,False,True,Stop,1,1,2,0,999999,999999,999999,2,True,False,True,True,True,True,True,True,1,1,1,12,0,0,0,1,0,0,0,0,None,None,None,Stop,Stop,2,0,-1,0,West
2,28,9,11,5,False,False,True,True,West,1,1,4,0,999999,999999,999999,4,True,False,True,True,True,True,False,True,1,1,2,11,0,0,0,1,0,0,0,1,None,None,None,East,East,4,0,-1,-1,West
3,28,9,10,5,False,False,True,True,West,1,1,6,0,999999,999999,999999,6,True,False,True,True,True,True,False,True,1,1,3,10,0,0,0,1,0,0,0,1,None,None,None,East,East,6,0,-1,-2,West
4,28,9,9,5,False,False,True,True,West,1,1,6,0,999999,999999,999999,6,True,False,True,True,True,True,False,True,1,1,4,9,0,0,0,1,0,0,1,0,None,None,None,West,West,6,0,-1,-3,West
5,28,9,8,5,False,False,True,True,West,1,1,6,0,999999,999999,999999,6,True,False,True,True,True,True,False,True,1,1,5,8,0,0,0,1,0,0,1,0,None,None,None,West,West,6,0,-1,-4,West
6,28,9,7,5,False,False,True,True,West,1,1,7,0,999999,999999,999999,7,True,False,True,True,True,True,False,True,1,1,6,7,0,0,0,1,0,0,1,0,None,None,None,West,West,7,0,-1,-5,West
7,28,9,6,5,False,False,True,True,West,1,1,9,0,999999,999999,999999,9,True,False,True,True,True,True,False,True,1,1,7,6,0,0,0,1,0,0,0,1,None,None,None,East,East,9,0,-1,-6,West
8,28,9,5,5,False,False,True,True,West,1,1,9,0,999999,999999,999999,9,True,False,True,True,True,True,False,True,1,1,8,5,0,0,0,1,0,0,1,0,None,None,None,West,West,9,0,-1,-7,West
9,28,9,4,5,False,False,True,True,West,1,1,11,0,999999,999999,999999,11,True,False,True,True,True,True,False,True,1,1,9,4,0,0,0,1,0,0,0,1,None,None,None,East,East,11,0,-1,-8,West
10,28,9,3,5,False,False,True,True,West,1,1,13,0,999999,999999,999999,13,True,False,True,True,True,True,False,True,1,1,10,3,0,0,0,1,0,0,0,1,None,None,None,East,East,13,0,-1,-9,West
11,28,9,2,5,False,False,True,True,West,1,1,15,0,999999,999999,999999,15,False,False,False,True,True,True,False,True,1,1,11,2,0,0,0,1,0,0,0,1,None,None,None,East,East,15,0,-1,-10,West
12,28,9,1,5,True,True,True,False,West,1,1,17,0,999999,999999,999999,17,True,True,True,False,False,True,False,True,3,3,12,1,0,0,0,1,0,0,0,1,None,None,None,East,East,17,0,-1,-11,North
13,28,9,1,6,True,True,False,False,North,1,1,16,1,999999,1,999999,16,True,True,True,False,False,False,True,False,2,4,1,1,0,1,0,1,0,0,1,0,None,West,None,West,West,17,0,-1,-12,North
14,28,9,1,7,False,True,True,False,North,1,1,16,2,999999,2,999999,16,True,True,True,False,True,True,False,True,1,5,26,1,0,1,0,1,0,0,1,0,None,West,None,West,West,18,0,-1,-13,East
15,28,9,2,7,False,False,True,True,East,1,1,16,2,999999,2,999999,16,False,False,True,True,True,True,False,True,1,1,25,2,0,1,0,1,0,0,0,1,None,East,None,East,East,18,0,-1,-14,East
16,28,9,3,7,False,False,True,True,East,1,1,16,2,999999,2,999999,16,True,False,True,True,True,True,False,True,1,1,24,3,0,1,0,1,0,0,0,1,None,East,None,East,East,18,0,-1,-15,East
17,28,9,4,7,False,False,True,True,East,1,1,16,2,999999,2,999999,16,True,False,True,True,True,True,False,True,1,1,23,4,0,1,0,1,0,0,0,1,None,East,None,East,East,18,0,-1,-16,East
18,28,9,5,7,False,False,True,True,East,1,1,14,2,999999,2,999999,14,True,False,True,True,True,True,False,True,1,1,22,5,0,1,0,1,0,0,1,0,None,West,None,West,West,16,0,-1,-17,East
19,28,9,6,7,False,False,True,True,East,1,1,13,2,999999,2,999999,13,True,False,True,True,True,True,False,True,1,1,21,6,0,1,0,1,0,0,1,0,None,West,None,West,West,15,0,-1,-18,East
20,28,9,7,7,False,False,True,True,East,1,1,11,2,999999,2,999999,11,True,False,True,True,True,True,False,True,1,1,20,7,0,1,0,1,0,0,1,0,None,West,None,West,West,13,0,-1,-19,East
21,28,9,8,7,False,False,True,True,East,1,1,11,2,999999,2,999999,11,True,False,True,True,True,True,False,True,1,1,19,8,0,1,0,1,0,0,0,1,None,East,None,East,East,13,0,-1,-20,East
22,28,9,9,7,False,False,True,True,East,1,1,10,2,999999,2,999999,10,True,False,True,True,True,True,False,True,1,1,18,9,0,1,0,1,0,0,0,1,None,East,None,East,East,12,0,-1,-21,East
23,28,9,10,7,False,False,True,True,East,1,1,10,2,999999,2,999999,10,True,False,True,True,True,True,False,True,1,1,17,10,0,1,0,1,0,0,0,1,None,East,None,East,East,12,0,-1,-22,East
24,28,9,11,7,False,False,True,True,East,1,1,10,2,999999,2,999999,10,True,False,True,True,True,True,False,True,1,1,16,11,0,1,0,1,0,0,0,1,None,East,None,East,East,12,0,-1,-23,East
25,28,9,12,7,False,False,True,True,East,1,1,8,2,999999,2,999999,8,True,False,True,True,True,True,False,True,1,1,15,12,0,1,0,1,0,0,1,0,None,West,None,West,West,10,0,-1,-24,East
26,28,9,13,7,False,False,True,True,East,1,1,8,2,999999,2,999999,8,True,False,True,True,True,True,False,True,1,1,14,13,0,1,0,1,0,0,0,1,None,East,None,East,East,10,0,-1,-25,East
27,28,9,14,7,False,False,True,True,East,1,1,6,2,999999,2,999999,6,True,False,True,True,True,True,False,True,1,1,13,14,0,1,0,1,0,0,1,0,None,West,None,West,West,8,0,-1,-26,East
28,28,9,15,7,False,False,True,True,East,1,1,4,2,999999,2,999999,4,True,False,True,True,True,True,False,True,1,1,12,15,0,1,0,1,0,0,1,0,None,West,None,West,West,6,0,-1,-27,East
29,28,9,16,7,False,False,True,True,East,1,1,4,2,999999,2,999999,4,True,False,True,True,True,True,False,True,1,1,11,16,0,1,0,1,0,0,0,1,None,East,None,East,East,6,0,-1,-28,East
30,28,9,17,7,False,False,True,True,East,1,1,4,2,999999,2,999999,4,True,False,True,True,True,True,False,True,1,1,10,17,0,1,0,1,0,0,0,1,None,East,None,East,East,6,0,-1,-29,East
31,28,9,18,7,False,False,True,True,East,1,1,3,2,999999,2,999999,3,True,False,True,True,True,True,False,True,1,1,9,18,0,1,0,1,0,0,0,1,None,East,None,East,East,5,0,-1,-30,East
32,28,9,19,7,False,False,True,True,East,1,1,3,2,999999,2,999999,3,True,False,True,True,True,True,False,True,1,1,8,19,0,1,0,1,0,0,0,1,None,East,None,East,East,5,0,-1,-31,East
33,28,9,20,7,False,False,True,True,East,1,1,2,2,999999,2,999999,2,True,False,True,True,True,True,False,True,1,1,7,20,0,1,0,1,0,0,0,1,None,East,None,East,East,4,0,-1,-32,East
34,28,9,21,7,False,False,True,True,East,1,1,0,2,999999,2,999999,999999,True,False,True,True,True,True,False,True,1,1,6,21,0,1,0,0,0,0,1,0,None,West,None,None,West,2,0,-1,-33,East
35,28,9,22,7,False,False,True,True,East,1,1,1,2,999999,2,1,999999,True,False,True,True,True,True,False,True,1,1,5,22,0,1,1,0,0,0,1,0,None,West,West,None,West,3,0,-1,-34,East
36,28,9,23,7,False,False,True,True,East,1,1,2,2,999999,2,2,999999,True,False,True,True,True,True,False,True,1,1,4,23,0,1,1,0,0,0,1,0,None,West,West,None,West,4,0,-1,-35,East
37,28,9,24,7,False,False,True,True,East,1,1,4,2,999999,2,4,999999,True,False,True,True,True,True,False,True,1,1,3,24,0,1,1,0,0,0,1,0,None,West,West,None,West,6,0,-1,-36,East
38,28,9,25,7,False,False,True,True,East,1,1,6,2,999999,2,6,999999,True,False,True,True,True,True,False,True,1,1,2,25,0,1,1,0,0,0,1,0,None,West,West,None,West,8,0,-1,-37,East
39,28,9,26,7,False,True,False,True,East,1,1,8,2,999999,2,8,999999,True,False,True,False,True,True,True,True,1,5,1,26,0,1,1,0,0,0,1,0,None,West,West,None,West,10,0,-1,-38,South
40,28,9,26,6,True,True,False,False,South,1,1,8,1,999999,1,8,999999,False,True,False,False,False,True,True,True,2,4,1,1,0,1,1,0,0,0,1,0,None,West,West,None,West,9,0,-1,-39,South
41,28,9,26,5,True,True,False,True,South,1,1,8,0,999999,999999,8,999999,True,False,True,False,False,True,True,True,3,3,1,13,0,0,1,0,0,0,1,0,None,None,West,None,West,8,0,-1,-40,West
42,28,9,25,5,False,False,True,True,West,1,1,7,0,999999,999999,7,999999,True,False,True,True,True,False,False,False,1,1,2,12,0,0,1,0,0,0,1,0,None,None,West,None,West,7,0,-1,-41,West
43,28,9,24,5,False,False,True,True,West,1,1,7,0,999999,999999,7,999999,True,False,True,True,True,True,False,True,1,1,3,11,0,0,1,0,0,0,1,0,None,None,West,None,West,7,0,-1,-42,West
44,28,9,23,5,False,False,True,True,West,1,1,6,0,999999,999999,6,999999,True,False,True,True,True,True,False,True,1,1,4,10,0,0,1,0,0,0,1,0,None,None,West,None,West,6,0,-1,-43,West
45,28,9,22,5,False,False,True,True,West,1,1,4,0,999999,999999,4,999999,True,False,True,True,True,True,False,True,1,1,5,9,0,0,1,0,0,0,0,1,None,None,East,None,East,4,0,-1,-44,West
46,28,9,21,5,False,False,True,True,West,1,1,4,0,999999,999999,4,999999,True,False,True,True,True,True,False,True,1,1,6,8,0,0,1,0,0,0,1,0,None,None,West,None,West,4,0,-1,-45,West
47,28,9,20,5,False,False,True,True,West,1,1,4,0,999999,999999,4,999999,True,False,True,True,True,True,False,True,1,1,7,7,0,0,1,0,0,0,1,0,None,None,West,None,West,4,0,-1,-46,West
48,28,9,19,5,False,False,True,True,West,1,1,3,0,999999,999999,3,999999,True,False,True,True,True,True,False,True,1,1,8,6,0,0,1,0,0,0,1,0,None,None,West,None,West,3,0,-1,-47,West
49,28,9,18,5,False,False,True,True,West,1,1,3,0,999999,999999,3,999999,True,False,True,True,True,True,False,True,1,1,9,5,0,0,1,0,0,0,1,0,None,None,West,None,West,3,0,-1,-48,West
50,28,9,17,5,False,False,True,True,West,1,1,2,0,999999,999999,2,999999,True,False,True,True,True,True,False,True,1,1,10,4,0,0,1,0,0,0,1,0,None,None,West,None,West,2,0,-1,-49,West
51,28,9,16,5,False,False,True,True,West,1,1,1,0,999999,999999,1,999999,True,Ghost,True,True,True,True,False,True,1,1,11,3,0,0,1,0,0,0,0,0,None,None,Stop,None,Stop,1,0,-1,-50,West
1,28,9,14,5,False,False,True,False,Stop,1,1,2,0,999999,999999,2,999999,True,True,True,True,True,True,False,True,1,1,13,1,0,0,1,0,0,0,0,0,None,None,Stop,None,Stop,2,0,-1,0,East
2,28,9,15,5,False,False,True,True,East,1,1,3,0,999999,999999,3,999999,True,False,True,True,True,True,False,True,1,1,12,2,0,0,1,0,0,0,0,0,None,None,Stop,None,Stop,3,0,-1,-1,East
3,28,9,16,5,False,False,True,True,East,1,1,5,0,999999,999999,5,999999,True,False,True,True,True,True,False,True,1,1,11,3,0,0,1,0,0,0,1,0,None,None,West,None,West,5,0,-1,-2,East
4,28,9,17,5,False,False,True,True,East,1,1,6,0,999999,999999,6,999999,True,False,True,True,True,True,False,True,1,1,10,4,0,0,1,0,0,0,1,0,None,None,West,None,West,6,0,-1,-3,East
5,28,9,18,5,False,False,True,True,East,1,1,7,0,999999,999999,7,999999,True,False,True,True,True,True,False,True,1,1,9,5,0,0,1,0,0,0,1,0,None,None,West,None,West,7,0,-1,-4,East
6,28,9,19,5,False,False,True,True,East,1,1,7,0,999999,999999,7,999999,True,False,True,True,True,True,False,True,1,1,8,6,0,0,1,0,0,0,0,1,None,None,East,None,East,7,0,-1,-5,East
7,28,9,20,5,False,False,True,True,East,1,1,8,0,999999,999999,8,999999,True,False,True,True,True,True,False,True,1,1,7,7,0,0,1,0,0,0,0,1,None,None,East,None,East,8,0,-1,-6,East
8,28,9,21,5,False,False,True,True,East,1,1,10,0,999999,999999,10,999999,True,False,True,True,True,True,False,True,1,1,6,8,0,0,1,0,0,0,1,0,None,None,West,None,West,10,0,-1,-7,East
9,28,9,22,5,False,False,True,True,East,1,1,10,0,999999,999999,10,999999,True,False,True,True,True,True,False,True,1,1,5,9,0,0,1,0,0,0,0,1,None,None,East,None,East,10,0,-1,-8,East
10,28,9,23,5,False,False,True,True,East,1,1,11,0,999999,999999,11,999999,True,False,True,True,True,True,False,True,1,1,4,10,0,0,1,0,0,0,0,1,None,None,East,None,East,11,0,-1,-9,East
11,28,9,24,5,False,False,True,True,East,1,1,12,0,999999,999999,12,999999,True,False,True,True,True,True,False,True,1,1,3,11,0,0,1,0,0,0,0,1,None,None,East,None,East,12,0,-1,-10,East
12,28,9,25,5,False,False,True,True,East,1,1,14,0,999999,999999,14,999999,True,False,True,True,True,False,False,False,1,1,2,12,0,0,1,0,0,0,1,0,None,None,West,None,West,14,0,-1,-11,East
13,28,9,26,5,True,True,False,True,East,1,1,16,0,999999,999999,16,999999,True,False,True,False,False,True,True,True,3,3,1,13,0,0,1,0,0,0,1,0,None,None,West,None,West,16,0,-1,-12,North
14,28,9,26,6,True,True,False,False,North,1,1,17,1,999999,1,17,999999,False,True,False,False,False,True,True,True,2,4,1,1,0,1,1,0,0,0,1,0,None,West,West,None,West,18,0,-1,-13,North
15,28,9,26,7,False,True,False,True,North,1,1,18,2,999999,2,18,999999,True,False,True,False,True,True,True,True,1,5,1,26,0,1,1,0,0,0,1,0,None,West,West,None,West,20,0,-1,-14,West
16,28,9,25,7,False,False,True,True,West,1,1,16,2,999999,2,16,999999,True,False,True,True,True,True,False,True,1,1,2,25,0,1,1,0,0,0,0,1,None,East,East,None,East,18,0,-1,-15,West
17,28,9,24,7,False,False,True,True,West,1,1,16,2,999999,2,16,999999,True,False,True,True,True,True,False,True,1,1,3,24,0,1,1,0,0,0,1,0,None,West,West,None,West,18,0,-1,-16,West
18,28,9,23,7,False,False,True,True,West,1,1,14,2,999999,2,14,999999,True,False,True,True,True,True,False,True,1,1,4,23,0,1,1,0,0,0,0,1,None,East,East,None,East,16,0,-1,-17,West
19,28,9,22,7,False,False,True,True,West,1,1,12,2,999999,2,12,999999,True,False,True,True,True,True,False,True,1,1,5,22,0,1,1,0,0,0,0,1,None,East,East,None,East,14,0,-1,-18,West
20,28,9,21,7,False,False,True,True,West,1,1,10,2,999999,2,10,999999,True,False,True,True,True,True,False,True,1,1,6,21,0,1,1,0,0,0,0,1,None,East,East,None,East,12,0,-1,-19,West
21,28,9,20,7,False,False,True,True,West,1,1,10,2,999999,2,10,999999,True,False,True,True,True,True,False,True,1,1,7,20,0,1,1,0,0,0,1,0,None,West,West,None,West,12,0,-1,-20,West
22,28,9,19,7,False,False,True,True,West,1,1,9,2,999999,2,9,999999,True,False,True,True,True,True,False,True,1,1,8,19,0,1,1,0,0,0,1,0,None,West,West,None,West,11,0,-1,-21,West
23,28,9,18,7,False,False,True,True,West,1,1,9,2,999999,2,9,999999,True,False,True,True,True,True,False,True,1,1,9,18,0,1,1,0,0,0,1,0,None,West,West,None,West,11,0,-1,-22,West
24,28,9,17,7,False,False,True,True,West,1,1,8,2,999999,2,8,999999,True,False,True,True,True,True,False,True,1,1,10,17,0,1,1,0,0,0,1,0,None,West,West,None,West,10,0,-1,-23,West
25,28,9,16,7,False,False,True,True,West,1,1,7,2,999999,2,7,999999,True,False,True,True,True,True,False,True,1,1,11,16,0,1,1,0,0,0,1,0,None,West,West,None,West,9,0,-1,-24,West
26,28,9,15,7,False,False,True,True,West,1,1,7,2,999999,2,7,999999,True,False,True,True,True,True,False,True,1,1,12,15,0,1,1,0,0,0,1,0,None,West,West,None,West,9,0,-1,-25,West
27,28,9,14,7,False,False,True,True,West,1,1,7,2,999999,2,7,999999,True,False,True,True,True,True,False,True,1,1,13,14,0,1,1,0,0,0,1,0,None,West,West,None,West,9,0,-1,-26,West
28,28,9,13,7,False,False,True,True,West,1,1,5,2,999999,2,5,999999,True,False,True,True,True,True,False,True,1,1,14,13,0,1,1,0,0,0,0,1,None,East,East,None,East,7,0,-1,-27,West
29,28,9,12,7,False,False,True,True,West,1,1,4,2,999999,2,4,999999,True,False,True,True,True,True,False,True,1,1,15,12,0,1,1,0,0,0,0,1,None,East,East,None,East,6,0,-1,-28,West
30,28,9,11,7,False,False,True,True,West,1,1,2,2,999999,2,2,999999,True,False,True,True,True,True,False,True,1,1,16,11,0,1,1,0,0,0,0,1,None,East,East,None,East,4,0,-1,-29,West
31,28,9,10,7,False,False,True,True,West,1,1,2,2,999999,2,2,999999,True,False,True,True,True,True,False,True,1,1,17,10,0,1,1,0,0,0,1,0,None,West,West,None,West,4,0,-1,-30,West
32,28,9,9,7,False,False,True,True,West,1,1,1,2,999999,2,1,999999,True,False,True,True,True,True,False,True,1,1,18,9,0,1,1,0,0,0,1,0,None,West,West,None,West,3,0,-1,-31,West
33,28,9,8,7,False,False,True,True,West,1,1,0,2,999999,2,999999,999999,True,False,True,True,True,True,False,True,1,1,19,8,0,1,0,0,0,0,1,0,None,West,None,None,West,2,0,-1,-32,West
34,28,9,7,7,False,False,True,True,West,1,1,1,2,999999,2,999999,1,True,False,True,True,True,True,False,True,1,1,20,7,0,1,0,1,0,0,1,0,None,West,None,West,West,3,0,-1,-33,West
35,28,9,6,7,False,False,True,True,West,1,1,2,2,999999,2,999999,2,True,False,True,True,True,True,False,True,1,1,21,6,0,1,0,1,0,0,1,0,None,West,None,West,West,4,0,-1,-34,West
36,28,9,5,7,False,False,True,True,West,1,1,2,2,999999,2,999999,2,True,False,True,True,True,True,False,True,1,1,22,5,0,1,0,1,0,0,1,0,None,West,None,West,West,4,0,-1,-35,West
37,28,9,4,7,False,False,True,True,West,1,1,2,2,999999,2,999999,2,True,False,True,True,True,True,False,True,1,1,23,4,0,1,0,1,0,0,1,0,None,West,None,West,West,4,0,-1,-36,West
38,28,9,3,7,False,False,True,True,West,1,1,4,2,999999,2,999999,4,True,False,True,True,True,True,False,True,1,1,24,3,0,1,0,1,0,0,0,1,None,East,None,East,East,6,0,-1,-37,West
39,28,9,2,7,False,False,True,True,West,1,1,6,2,999999,2,999999,6,False,False,True,True,True,True,False,True,1,1,25,2,0,1,0,1,0,0,0,1,None,East,None,East,East,8,0,-1,-38,West
40,28,9,1,7,False,True,True,False,West,1,1,7,2,999999,2,999999,7,True,True,True,False,True,True,False,True,1,5,26,1,0,1,0,1,0,0,0,1,None,East,None,East,East,9,0,-1,-39,South
41,28,9,1,6,True,True,False,False,South,1,1,8,1,999999,1,999999,8,True,True,True,False,False,False,True,False,2,4,1,1,0,1,0,1,0,0,0,1,None,East,None,East,East,9,0,-1,-40,South
42,28,9,1,5,True,True,True,False,South,1,1,9,0,999999,999999,999999,9,True,True,True,False,False,True,False,True,3,3,12,1,0,0,0,1,0,0,0,1,None,None,None,East,East,9,0,-1,-41,East
43,28,9,2,5,False,False,True,True,East,1,1,9,0,999999,999999,999999,9,False,False,False,True,True,True,False,True,1,1,11,2,0,0,0,1,0,0,0,1,None,None,None,East,East,9,0,-1,-42,East
44,28,9,3,5,False,False,True,True,East,1,1,7,0,999999,999999,999999,7,True,False,True,True,True,True,False,True,1,1,10,3,0,0,0,1,0,0,1,0,None,None,None,West,West,7,0,-1,-43,East
45,28,9,4,5,False,False,True,True,East,1,1,5,0,999999,999999,999999,5,True,False,True,True,True,True,False,True,1,1,9,4,0,0,0,1,0,0,1,0,None,None,None,West,West,5,0,-1,-44,East
46,28,9,5,5,False,False,True,True,East,1,1,3,0,999999,999999,999999,3,True,False,True,True,True,True,False,True,1,1,8,5,0,0,0,1,0,0,1,0,None,None,None,West,West,3,0,-1,-45,East
47,28,9,6,5,False,False,True,True,East,1,1,1,0,999999,999999,999999,1,True,False,True,True,True,True,Ghost,True,1,1,7,6,0,0,0,1,0,0,0,0,None,None,None,Stop,Stop,1,0,-1,-46,East
1,17,13,13,7,False,True,False,False,Stop,1,1,0,2,2,999999,999999,999999,True,True,True,False,True,True,True,True,1,5,1,1,1,0,0,0,0,0,0,0,Stop,None,None,None,Stop,2,0,-1,0,South
2,17,13,13,6,True,True,False,False,South,1,1,0,4,4,999999,999999,999999,True,True,True,False,False,True,True,True,2,4,1,1,1,0,0,0,1,0,0,0,North,None,None,None,North,4,0,-1,-1,South
3,17,13,13,5,True,True,False,False,South,1,1,0,6,6,999999,999999,999999,True,True,True,False,False,True,True,True,3,3,1,1,1,0,0,0,1,0,0,0,North,None,None,None,North,6,0,-1,-2,South
4,17,13,13,4,True,True,False,False,South,1,1,1,7,7,999999,999999,1,False,True,True,False,False,True,True,True,4,2,1,1,1,0,0,1,0,0,0,1,East,None,None,East,East,8,0,-1,-3,South
5,17,13,13,3,True,False,True,True,South,1,1,2,8,8,999999,999999,2,True,False,True,True,False,True,False,True,5,1,3,3,1,0,0,1,0,0,0,1,East,None,None,East,East,10,0,-1,-4,East
6,17,13,14,3,False,False,True,True,East,1,1,1,7,7,999999,999999,1,True,False,False,True,True,False,False,False,1,1,2,4,1,0,0,1,0,1,0,0,South,None,None,South,South,8,0,-1,-5,East
7,17,13,15,3,True,False,False,True,East,1,1,0,6,6,999999,999999,999999,True,False,True,True,False,True,True,True,9,1,1,5,1,0,0,0,0,1,0,0,South,None,None,None,South,6,0,-1,-6,North
8,17,13,15,4,True,True,False,False,North,1,1,0,4,4,999999,999999,999999,False,True,True,False,False,True,True,True,8,2,1,1,1,0,0,0,0,1,0,0,South,None,None,None,South,4,0,-1,-7,North
9,17,13,15,5,True,True,False,False,North,1,1,0,2,2,999999,999999,999999,True,True,True,False,False,True,True,True,7,3,1,1,1,0,0,0,0,1,0,0,South,None,None,None,South,2,0,-1,-8,North
1,17,13,13,9,True,False,False,False,Stop,1,1,0,2,999999,2,999999,999999,True,True,True,True,False,True,True,True,3,1,1,1,0,1,0,0,0,0,0,0,None,Stop,None,None,Stop,2,0,-1,0,North
2,17,13,13,10,True,True,False,False,North,1,1,0,3,999999,3,999999,999999,True,True,False,False,False,False,True,False,2,2,1,1,0,1,0,0,0,0,0,0,None,Stop,None,None,Stop,3,0,-1,-1,North
3,17,13,13,11,False,True,True,True,North,1,1,0,5,999999,5,999999,999999,True,False,True,False,True,True,False,True,1,3,3,3,0,1,0,0,0,1,0,0,None,South,None,None,South,5,0,-1,-2,East
4,17,13,14,11,False,False,True,True,East,1,1,1,5,999999,5,1,999999,False,False,True,True,True,True,False,True,1,1,2,4,0,1,1,0,0,1,0,0,None,South,South,None,South,6,0,-1,-3,East
5,17,13,15,11,False,True,False,True,East,1,1,2,4,999999,4,2,999999,True,False,True,False,True,True,True,True,1,9,1,5,0,1,1,0,1,0,0,0,None,North,North,None,North,6,0,-1,-4,South
6,17,13,15,10,True,True,False,False,South,1,1,2,3,999999,3,2,999999,True,True,False,False,False,True,True,True,2,8,1,1,0,1,1,0,1,0,0,0,None,North,North,None,North,5,0,-1,-5,South
7,17,13,15,9,True,True,False,False,South,1,1,2,2,999999,2,2,999999,True,True,True,False,False,True,True,True,3,7,1,1,0,1,1,0,1,0,0,0,None,North,North,None,North,4,0,-1,-6,South
8,17,13,15,8,True,True,False,False,South,1,1,2,1,999999,1,2,999999,True,True,True,False,False,True,True,True,4,6,1,1,0,1,1,0,1,0,0,0,None,North,North,None,North,3,0,-1,-7,South
9,17,13,15,7,True,True,False,False,South,1,1,2,1,999999,1,2,999999,True,True,True,False,False,True,True,True,5,5,1,1,0,1,1,0,0,1,0,0,None,South,South,None,South,3,0,-1,-8,South
10,17,13,15,6,True,True,False,False,South,1,1,2,0,999999,999999,2,999999,True,True,True,False,False,True,True,True,6,4,1,1,0,0,1,0,0,1,0,0,None,None,South,None,South,2,0,-1,-9,South
11,17,13,15,5,True,True,False,False,South,1,1,2,2,2,999999,2,999999,True,True,True,False,False,True,True,True,7,3,1,1,1,0,1,0,1,0,0,0,North,None,North,None,North,4,0,-1,-10,South
12,17,13,15,4,True,True,False,False,South,1,1,2,2,2,999999,2,999999,False,True,True,False,False,True,True,True,8,2,1,1,1,0,1,0,0,1,0,0,South,None,South,None,South,4,0,-1,-11,South
13,17,13,15,3,True,False,False,True,South,1,1,2,2,2,999999,2,999999,True,False,True,True,False,True,True,True,9,1,1,5,1,0,1,0,0,1,0,0,South,None,South,None,South,4,0,-1,-12,West
14,17,13,14,3,False,False,True,True,West,1,1,1,2,2,999999,1,999999,True,False,False,True,True,False,False,False,1,1,2,4,1,0,1,0,0,1,0,0,South,None,South,None,South,3,0,-1,-13,West
15,17,13,13,3,True,False,True,True,West,1,1,0,3,3,999999,999999,999999,True,False,True,True,False,True,False,True,5,1,3,3,1,0,0,0,1,0,0,0,North,None,None,None,North,3,0,-1,-14,North
16,17,13,13,4,True,True,False,False,North,1,1,0,1,1,999999,999999,999999,False,True,True,False,Ghost,True,True,True,4,2,1,1,1,0,0,0,0,0,0,0,Stop,None,None,None,Stop,1,0,-1,-15,North
1,28,9,12,5,False,False,False,True,Stop,1,1,2,0,999999,999999,999999,2,True,False,True,True,True,True,True,True,1,1,1,12,0,0,0,1,0,0,0,0,None,None,None,Stop,Stop,2,0,-1,0,West
2,28,9,11,5,False,False,True,True,West,1,1,4,0,999999,999999,999999,4,True,False,True,True,True,True,False,True,1,1,2,11,0,0,0,1,0,0,0,1,None,None,None,East,East,4,0,-1,-1,West
3,28,9,10,5,False,False,True,True,West,1,1,5,0,999999,999999,999999,5,True,False,True,True,True,True,False,True,1,1,3,10,0,0,0,1,0,0,0,1,None,None,None,East,East,5,0,-1,-2,West
4,28,9,9,5,False,False,True,True,West,1,1,6,0,999999,999999,999999,6,True,False,True,True,True,True,False,True,1,1,4,9,0,0,0,1,0,0,0,1,None,None,None,East,East,6,0,-1,-3,West
