@relation data/training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R49

@attribute TICK numeric
@attribute width numeric
@attribute height numeric
@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute legal_actions_N {True,False}
@attribute legal_actions_S {True,False}
@attribute legal_actions_E {True,False}
@attribute legal_actions_W {True,False}
@attribute direction {North,South,West,East,Stop}
@attribute number_ghosts numeric
@attribute number_living_ghosts numeric
@attribute mov_ver numeric
@attribute mov_hor numeric
@attribute min_distancia_norte numeric
@attribute min_distancia_sur numeric
@attribute min_distancia_oeste numeric
@attribute min_distancia_este numeric
@attribute vision_SW {True,False,Ghost}
@attribute vision_W {True,False,Ghost}
@attribute vision_NW {True,False,Ghost}
@attribute vision_S {True,False,Ghost}
@attribute vision_N {True,False,Ghost}
@attribute vision_SE {True,False,Ghost}
@attribute vision_E {True,False,Ghost}
@attribute vision_NE {True,False,Ghost}
@attribute distancia_pared_norte numeric
@attribute distancia_pared_sur numeric
@attribute distancia_pared_este numeric
@attribute distancia_pared_oeste numeric
@attribute num_ghost_N numeric
@attribute num_ghost_S numeric
@attribute num_ghost_W numeric
@attribute num_ghost_E numeric
@attribute num_ghost_ori_N numeric
@attribute num_ghost_ori_S numeric
@attribute num_ghost_ori_W numeric
@attribute num_ghost_ori_E numeric
@attribute direccion_fantasma_N {North,South,West,East,Stop,None}
@attribute direccion_fantasma_S {North,South,West,East,Stop,None}
@attribute direccion_fantasma_W {North,South,West,East,Stop,None}
@attribute direccion_fantasma_E {North,South,West,East,Stop,None}
@attribute direccion_fantasma_cercano {North,South,West,East,Stop}
@attribute distancia_fantasma_cercano numeric
@attribute pac_dots numeric
@attribute nearest_food numeric
@attribute SCORE numeric
@attribute action {North,South,West,East,Stop}

@data
11,20,13,5,11,False,True,True,True,West,4,3,1,0,999999,5,3,1,True,False,True,False,True,True,False,True,1,5,14,5,0,2,1,2,1,1,1,0,None,South,West,North,West,3,2,10,190,West
12,20,13,4,11,False,False,True,True,West,4,3,3,0,999999,6,3,3,True,False,True,True,True,True,False,True,1,1,15,4,0,2,1,2,0,1,1,1,None,East,West,East,West,3,2,11,189,West
13,20,13,3,11,False,False,True,True,West,4,3,2,0,999999,6,2,4,True,False,True,True,True,True,False,True,1,1,16,3,0,2,1,2,0,1,2,0,None,West,West,South,West,2,2,12,188,West
14,20,13,2,11,False,False,True,True,West,4,2,5,6,999999,6,999999,5,False,False,True,True,True,True,False,True,1,1,17,2,0,2,0,2,1,0,0,1,None,North,None,North,North,11,2,13,387,East
15,20,13,3,11,False,False,True,True,East,4,2,3,5,999999,5,999999,3,True,False,True,True,True,True,False,True,1,1,16,3,0,2,0,2,1,0,1,0,None,North,None,West,West,9,2,12,386,East
16,20,13,4,11,False,False,True,True,East,4,2,3,4,999999,4,999999,3,True,False,True,True,True,True,False,True,1,1,15,4,0,2,0,2,1,0,0,1,None,North,None,East,East,9,2,11,385,East
17,20,13,5,11,False,True,True,True,East,4,2,1,3,999999,3,999999,1,True,False,True,False,True,True,False,True,1,5,14,5,0,2,0,2,1,0,1,0,None,North,None,West,West,7,2,10,384,South
18,20,13,5,10,True,True,True,False,South,4,2,1,1,999999,1,999999,1,False,True,False,False,False,False,False,False,2,4,2,1,0,2,0,2,1,0,1,0,None,North,None,West,West,6,2,9,383,South
19,20,13,5,9,True,True,True,True,South,4,2,2,0,999999,4,999999,2,False,False,True,False,False,False,False,False,3,3,14,5,0,1,0,2,0,0,0,2,None,East,None,East,East,6,2,8,382,South
20,20,13,5,8,True,True,True,True,South,4,2,2,0,999999,4,999999,2,False,False,False,False,False,False,False,False,4,2,6,5,0,1,0,2,0,2,0,0,None,South,None,South,South,6,2,7,381,South
21,20,13,5,7,True,False,True,True,South,4,2,2,1,1,4,999999,2,True,False,False,True,False,False,False,False,5,1,6,5,1,1,0,2,0,1,1,0,West,South,None,South,South,6,2,6,380,East
22,20,13,6,7,True,False,True,True,East,4,2,2,1,1,4,999999,2,True,False,False,True,False,False,False,False,5,1,5,6,1,1,0,2,0,0,0,2,East,East,None,East,East,6,2,5,379,East
23,20,13,7,7,True,False,True,True,East,4,2,1,2,2,3,999999,1,True,False,False,True,False,False,False,False,3,1,4,7,1,1,0,2,2,0,0,0,North,North,None,North,North,4,2,4,378,East
24,20,13,8,7,True,True,True,True,East,4,2,0,1,1,2,999999,7,True,False,False,False,False,False,False,False,3,5,3,8,1,1,0,1,1,1,0,0,South,North,None,South,North,2,2,3,377,South
25,20,13,8,6,True,True,True,False,South,4,2,1,1,2,1,999999,1,False,True,False,False,False,False,False,False,4,4,3,1,1,1,0,2,0,1,0,1,South,East,None,East,East,2,2,2,376,South
26,20,13,8,5,True,True,True,True,South,4,2,1,0,3,999999,999999,1,False,False,True,False,False,False,Ghost,False,5,3,11,8,1,0,0,2,0,0,1,0,West,None,None,Stop,Stop,1,2,3,375,East
27,20,13,9,5,True,True,True,True,East,4,1,4,3,3,999999,999999,4,False,False,False,False,False,False,False,False,5,3,10,9,1,0,0,1,0,0,1,0,West,None,None,West,West,7,2,2,574,East
28,20,13,10,5,True,True,True,True,East,4,1,4,3,3,999999,999999,4,False,False,False,False,False,True,False,True,7,3,9,10,1,0,0,1,0,0,0,1,East,None,None,East,East,7,1,9,573,North
29,20,13,10,6,True,True,False,True,North,4,1,5,2,2,999999,999999,5,False,False,False,False,False,True,True,True,6,4,1,3,1,0,0,1,0,0,0,1,East,None,None,East,East,7,1,8,672,North
30,20,13,10,7,True,True,False,True,North,4,1,5,2,2,999999,999999,5,False,False,False,False,False,True,True,True,5,5,1,10,1,0,0,1,1,0,0,0,North,None,None,North,North,7,1,7,671,North
31,20,13,10,8,True,True,False,True,North,4,1,6,1,1,999999,999999,6,False,False,False,False,False,False,True,False,4,6,1,10,1,0,0,1,0,0,0,1,East,None,None,East,East,7,1,6,670,North
32,20,13,10,9,True,True,True,True,North,4,1,6,0,999999,999999,999999,6,False,False,True,False,False,False,False,False,3,7,9,10,0,0,0,1,0,0,0,1,None,None,None,East,East,6,1,5,669,East
33,20,13,11,9,True,False,True,True,East,4,1,5,0,999999,999999,999999,5,False,False,False,True,False,True,False,True,3,1,8,11,0,0,0,1,0,0,0,1,None,None,None,East,East,5,1,4,668,East
34,20,13,12,9,False,True,True,True,East,4,1,5,0,999999,999999,999999,5,True,False,False,False,True,True,False,True,1,3,7,12,0,0,0,1,0,0,0,1,None,None,None,East,East,5,1,3,667,East
35,20,13,13,9,False,True,True,True,East,4,1,4,0,999999,999999,999999,4,False,False,True,False,True,False,False,False,1,3,6,13,0,0,0,1,0,0,0,1,None,None,None,East,East,4,1,2,666,East
36,20,13,14,9,True,True,True,True,East,4,1,3,0,999999,999999,999999,3,False,False,True,False,False,True,False,True,3,7,5,14,0,0,0,1,0,0,0,1,None,None,None,East,East,3,1,1,665,East
37,20,13,15,9,False,True,True,True,East,4,1,3,0,999999,999999,999999,3,False,False,False,False,True,True,False,True,1,3,4,15,0,0,0,1,0,0,0,1,None,None,None,East,East,3,1,2,664,East
38,20,13,16,9,False,True,True,True,East,4,1,2,0,999999,999999,999999,2,False,False,True,False,True,True,False,True,1,3,3,16,0,0,0,1,0,0,0,1,None,None,None,East,East,2,1,3,663,East
39,20,13,17,9,False,True,True,True,East,4,1,1,1,1,999999,999999,1,False,False,True,False,True,Ghost,False,Ghost,1,3,2,17,1,0,0,1,1,0,0,0,North,None,None,North,North,2,1,4,662,East
40,20,13,18,9,True,True,False,True,East,4,1,0,2,2,999999,999999,999999,False,False,True,False,False,True,True,True,3,7,1,18,1,0,0,0,1,0,0,0,North,None,None,None,North,2,1,5,661,North
1,28,29,14,3,False,False,True,True,Stop,4,4,0,12,12,999999,1,3,True,False,True,True,True,False,False,False,1,1,13,14,4,0,2,1,0,0,0,0,Stop,None,Stop,Stop,Stop,12,0,-1,0,East
2,28,29,15,3,True,False,True,True,East,4,4,1,12,12,999999,1,1,True,False,True,True,False,True,False,True,3,1,12,15,4,0,3,1,0,0,1,1,Stop,None,East,West,East,13,0,-1,-1,North
3,28,29,15,4,True,True,False,False,North,4,4,0,11,11,999999,4,1,False,True,True,False,False,False,True,False,2,2,1,1,4,0,1,1,0,0,1,3,East,None,East,West,East,11,0,-1,-2,North
4,28,29,15,5,False,True,True,False,North,4,4,0,10,10,999999,1,1,True,True,True,False,True,True,False,True,1,3,4,1,4,0,2,1,0,0,3,1,West,None,West,West,East,10,0,-1,-3,East
5,28,29,16,5,False,False,True,True,East,4,4,1,10,10,999999,1,999999,False,False,True,True,True,True,False,True,1,1,3,2,4,0,4,0,0,0,2,2,West,None,East,None,East,11,0,-1,-4,East
6,28,29,17,5,False,False,True,True,East,4,4,1,10,10,999999,1,999999,True,False,True,True,True,False,False,False,1,1,2,3,4,0,4,0,0,0,1,3,West,None,East,None,East,11,0,-1,-5,East
7,28,29,18,5,True,False,False,True,East,4,4,1,10,10,999999,1,999999,True,False,True,True,False,True,True,True,4,1,1,4,4,0,4,0,0,0,3,1,West,None,East,None,East,11,0,-1,-6,North
8,28,29,18,6,True,True,False,False,North,4,4,1,9,9,999999,1,999999,False,True,True,False,False,True,True,True,3,2,1,1,4,0,4,0,0,0,2,2,East,None,East,None,East,10,0,-1,-7,North
9,28,29,18,7,True,True,False,False,North,4,4,1,8,8,999999,1,999999,True,True,False,False,False,False,True,False,2,3,1,1,4,0,4,0,0,0,2,2,East,None,East,None,East,9,0,-1,-8,North
10,28,29,18,8,False,True,True,True,North,4,4,2,7,7,999999,2,999999,True,False,True,False,True,True,False,True,1,4,4,13,4,0,4,0,0,0,3,1,West,None,West,None,West,9,0,-1,-9,East
11,28,29,19,8,False,False,True,True,East,4,4,2,7,7,999999,2,999999,False,False,True,True,True,True,False,True,1,1,3,14,4,0,4,0,0,0,2,2,West,None,East,None,East,9,0,-1,-10,East
12,28,29,20,8,False,False,True,True,East,4,4,3,7,7,999999,3,999999,True,False,True,True,True,False,False,False,1,1,2,15,4,0,4,0,0,0,0,4,East,None,East,None,East,10,0,-1,-11,East
13,28,29,21,8,True,True,False,True,East,4,4,5,7,7,999999,5,999999,True,False,True,False,False,True,True,True,20,4,1,16,4,0,4,0,0,0,3,1,West,None,West,None,West,12,0,-1,-12,North
14,28,29,21,9,True,True,False,False,North,4,4,5,6,6,999999,5,999999,False,True,True,False,False,True,True,True,19,5,1,1,4,0,4,0,0,0,2,2,West,None,West,None,West,11,0,-1,-13,North
15,28,29,21,10,True,True,False,False,North,4,4,4,5,5,999999,4,999999,True,True,False,False,False,False,True,False,18,6,1,1,4,0,4,0,0,0,1,3,West,None,East,None,East,9,0,-1,-14,North
16,28,29,21,11,True,True,True,True,North,4,4,4,4,4,999999,4,999999,True,False,True,False,False,True,False,True,17,7,6,7,4,0,4,0,0,0,2,2,West,None,East,None,East,8,0,-1,-15,North
17,28,29,21,12,True,True,False,False,North,4,4,4,3,3,999999,4,999999,False,True,True,False,False,True,True,True,16,8,1,1,4,0,4,0,0,0,1,3,West,None,East,None,East,7,0,-1,-16,North
18,28,29,21,13,True,True,False,False,North,4,4,4,2,2,999999,4,999999,True,True,True,False,False,True,True,True,15,9,1,1,4,0,4,0,0,0,2,2,West,None,East,None,East,6,0,-1,-17,North
19,28,29,21,14,True,True,False,False,North,4,4,4,1,1,999999,4,999999,True,True,False,False,False,False,True,False,14,10,1,1,4,0,4,0,0,0,2,2,East,None,East,None,East,5,0,-1,-18,North
20,28,29,21,15,True,True,True,True,North,4,4,5,0,999999,999999,5,999999,True,False,True,False,False,True,False,True,13,11,6,3,0,0,4,0,0,0,3,1,None,None,West,None,West,5,0,-1,-19,West
21,28,29,20,15,False,False,True,True,West,4,4,3,0,999999,999999,3,999999,False,False,False,True,True,False,False,False,1,1,7,2,0,0,4,0,0,0,2,2,None,None,East,None,East,3,0,-1,-20,West
22,28,29,19,15,True,True,True,False,West,4,4,2,0,1,999999,2,999999,True,True,True,False,False,True,False,True,3,5,8,1,1,0,4,0,1,0,2,1,North,None,East,None,East,2,0,-1,-21,North
23,28,29,19,16,True,True,False,False,North,4,4,2,0,999999,1,2,999999,True,True,False,False,False,True,True,True,2,6,1,1,0,3,4,0,0,0,2,2,None,West,East,None,East,3,0,-1,-22,North
24,28,29,19,17,False,True,False,True,North,4,4,3,2,999999,2,3,999999,True,False,True,False,True,True,True,True,1,7,1,12,0,4,4,0,0,1,2,1,None,East,West,None,West,5,0,-1,-23,West
25,28,29,18,17,False,False,True,True,West,4,4,2,2,999999,2,2,999999,True,False,True,True,True,True,False,True,1,1,2,11,0,4,4,0,0,0,3,1,None,East,West,None,West,4,0,-1,-24,West
26,28,29,17,17,False,False,True,True,West,4,4,1,2,999999,2,1,999999,True,False,True,True,True,True,False,True,1,1,3,10,0,4,4,0,0,0,3,1,None,West,West,None,West,3,0,-1,-25,West
27,28,29,16,17,False,False,True,True,West,4,4,0,2,999999,2,1,999999,True,False,False,True,True,True,False,True,1,1,4,9,0,4,3,0,0,0,2,2,None,West,East,None,East,2,0,-1,-26,West
28,28,29,15,17,True,False,True,True,West,4,4,0,2,999999,2,1,1,False,False,True,True,False,True,False,True,4,1,5,8,0,4,2,1,0,0,2,2,None,East,West,East,West,2,0,-1,-27,West
29,28,29,14,17,False,True,True,True,West,4,4,1,2,999999,2,1,2,False,False,True,False,True,False,False,False,1,3,6,7,0,4,2,2,0,0,2,2,None,West,West,East,West,3,0,-1,-28,South
30,28,29,14,16,True,True,False,True,South,4,4,1,1,999999,1,2,1,False,False,False,False,False,False,True,False,2,2,1,2,0,4,2,2,0,0,3,1,None,West,West,West,West,2,0,-1,-29,South
31,28,29,14,15,True,False,True,True,South,4,4,1,0,999999,999999,1,2,True,Ghost,False,True,False,True,False,True,3,1,4,5,0,0,2,2,0,0,1,2,None,None,Stop,East,Stop,1,0,-1,-30,West
32,28,29,13,15,True,False,True,True,West,4,3,3,0,999999,999999,3,4,True,False,True,True,False,False,False,False,3,1,5,4,0,0,1,2,0,0,1,2,None,None,West,East,West,3,0,-1,169,West
33,28,29,12,15,False,False,True,True,West,4,3,1,0,999999,999999,1,4,True,Ghost,True,True,True,False,False,False,1,1,6,3,0,0,1,2,0,0,2,0,None,None,Stop,West,Stop,1,0,-1,168,West
34,28,29,11,15,False,False,True,True,West,4,2,4,0,999999,999999,999999,4,True,False,True,True,True,True,False,True,1,1,7,2,0,0,0,2,0,0,1,1,None,None,None,West,West,4,0,-1,367,East
35,28,29,12,15,False,False,True,True,East,4,2,3,0,999999,999999,999999,3,True,False,True,True,True,False,False,False,1,1,6,3,0,0,0,2,0,0,1,1,None,None,None,West,West,3,0,-1,366,East
36,28,29,13,15,True,False,True,True,East,4,2,2,0,999999,999999,999999,2,True,False,True,True,False,False,False,False,3,1,5,4,0,0,0,2,0,0,2,0,None,None,None,West,West,2,0,-1,365,East
37,28,29,14,15,True,False,True,True,East,4,2,1,0,999999,999999,999999,1,True,False,False,True,False,True,Ghost,True,3,1,4,5,0,0,0,2,0,0,1,0,None,None,None,Stop,Stop,1,0,-1,364,East
38,28,29,15,15,False,False,True,True,East,4,1,1,0,999999,999999,999999,1,True,False,False,True,True,True,Ghost,True,1,1,3,6,0,0,0,1,0,0,0,0,None,None,None,Stop,Stop,1,0,-1,563,East
1,20,16,12,10,True,True,True,True,Stop,4,4,1,2,2,4,7,1,False,False,False,False,False,False,False,False,5,8,7,7,2,2,2,2,0,0,0,0,Stop,Stop,Stop,Stop,Stop,3,1,7,0,North
2,20,16,12,11,True,True,True,True,North,4,4,1,0,2,5,6,1,False,False,False,False,False,False,Ghost,False,4,9,7,12,1,2,2,2,1,1,0,2,North,East,East,South,South,1,1,8,-1,North
3,20,16,12,12,True,True,True,True,North,4,4,2,1,1,1,5,2,False,False,False,False,False,False,False,False,3,10,7,12,1,3,2,2,0,0,0,4,East,East,East,East,East,3,1,9,-2,South
4,20,16,12,11,True,True,True,True,South,4,4,1,0,1,5,5,1,False,False,False,False,False,False,Ghost,False,4,9,7,12,1,2,2,2,0,2,1,0,South,West,South,Stop,Stop,1,1,8,-3,East
5,20,16,13,11,True,True,True,True,East,4,3,1,0,999999,6,6,1,False,False,False,False,False,False,False,False,4,9,6,13,0,2,2,1,0,3,0,0,None,South,South,South,South,7,1,7,196,West
6,20,16,12,11,True,True,True,True,West,4,3,2,0,999999,6,5,2,False,False,False,False,False,False,False,False,4,9,7,12,0,2,2,1,0,1,1,1,None,West,East,South,East,5,1,8,195,West
7,20,16,11,11,True,True,True,True,West,4,3,3,1,1,6,4,3,False,False,False,False,False,False,False,False,4,9,8,11,1,2,2,1,1,1,0,1,North,East,East,South,North,5,1,9,194,North
8,20,16,11,12,True,True,True,True,North,4,3,2,0,999999,7,5,2,False,False,False,False,False,False,False,False,3,10,8,11,0,2,2,1,0,0,3,0,None,West,West,West,West,5,1,10,193,West
9,20,16,10,12,True,True,True,True,West,4,3,3,1,999999,1,4,3,False,False,False,False,False,False,False,False,3,10,9,10,0,3,2,1,0,2,1,0,None,South,South,West,South,5,1,11,192,South
10,20,16,10,11,True,True,True,True,South,4,3,3,0,999999,7,3,3,False,False,False,False,False,False,False,False,4,9,9,10,0,2,2,1,0,1,1,1,None,West,East,South,East,3,1,10,191,West
11,20,16,9,11,True,True,True,True,West,4,3,1,0,999999,7,1,5,False,Ghost,False,False,False,False,False,False,4,9,10,9,0,2,2,1,0,0,0,2,None,East,Stop,East,Stop,1,1,11,190,West
12,20,16,8,11,True,True,True,True,West,4,2,3,7,999999,7,3,6,False,False,False,False,False,False,False,False,4,9,11,8,0,2,1,1,1,0,1,0,None,West,West,North,West,10,1,12,389,South
13,20,16,8,10,True,True,True,True,South,4,2,3,5,999999,5,3,6,False,False,False,False,False,False,False,False,5,8,11,3,0,2,1,1,2,0,0,0,None,North,North,North,North,8,1,11,388,South
14,20,16,8,9,True,True,True,True,South,4,2,3,4,999999,4,3,6,False,False,False,False,False,False,False,False,6,7,11,8,0,2,1,1,1,1,0,0,None,North,South,North,South,8,1,10,387,South
15,20,16,8,8,True,True,True,True,South,4,2,2,3,999999,3,2,7,False,False,False,False,False,False,False,False,7,6,11,8,0,2,1,1,0,0,0,2,None,East,East,East,East,6,1,11,386,South
16,20,16,8,7,True,True,True,True,South,4,2,2,2,999999,2,2,6,False,False,False,False,False,False,False,False,8,5,11,8,0,2,1,1,0,0,1,1,None,West,East,West,East,5,1,12,385,South
17,20,16,8,6,True,True,True,True,South,4,2,1,2,999999,2,1,6,False,False,False,False,False,False,False,False,9,4,11,8,0,2,1,1,0,1,0,1,None,East,East,South,East,3,1,13,384,South
18,20,16,8,5,True,True,True,True,South,4,2,1,1,999999,1,1,7,False,False,False,False,False,False,False,False,10,3,11,8,0,2,1,1,0,1,0,1,None,East,South,East,South,3,1,14,383,South
19,20,16,8,4,True,True,True,True,South,4,2,1,1,1,1,1,7,Ghost,False,False,False,False,False,False,False,11,2,11,8,1,1,1,1,1,1,0,0,North,South,South,North,South,2,1,15,382,South
20,20,16,8,3,True,False,True,True,South,4,2,1,1,1,999999,1,7,True,False,Ghost,True,False,False,False,False,12,1,11,8,2,0,1,1,2,0,0,0,North,None,North,North,North,2,1,16,381,North
21,20,16,8,4,True,True,True,True,North,4,2,1,0,1,999999,1,8,False,Ghost,False,False,False,False,False,False,11,2,11,8,1,0,1,1,0,0,0,1,East,None,Stop,East,Stop,1,1,15,380,West
22,20,16,7,4,True,True,True,True,West,4,1,8,1,1,999999,999999,8,False,False,False,False,False,False,False,False,11,2,12,7,1,0,0,1,0,0,1,0,West,None,None,West,Stop,3,1,16,579,North
23,20,16,7,5,True,True,True,True,North,4,1,8,1,999999,1,999999,8,False,False,False,False,False,False,False,False,10,3,12,7,0,1,0,1,0,1,0,0,None,South,None,South,Stop,4,1,15,578,South
24,20,16,7,4,True,True,True,True,South,4,1,9,0,999999,999999,999999,9,False,False,False,False,False,False,False,False,11,2,12,7,0,0,0,1,0,0,0,1,None,None,None,East,Stop,3,1,16,577,East
25,20,16,8,4,True,True,True,True,East,4,1,8,1,1,999999,999999,8,False,False,False,False,False,False,False,False,11,2,11,8,1,0,0,1,1,0,0,0,North,None,None,North,Stop,4,1,15,576,North
26,20,16,8,5,True,True,True,True,North,4,1,7,0,999999,999999,999999,7,False,False,False,False,False,False,False,False,10,3,11,8,0,0,0,1,0,0,1,0,None,None,None,West,Stop,5,1,14,575,East
27,20,16,9,5,True,True,True,True,East,4,1,7,0,999999,999999,999999,7,False,False,False,False,False,False,False,False,10,3,10,9,0,0,0,1,0,0,0,1,None,None,None,East,Stop,6,1,13,574,East
28,20,16,10,5,True,True,True,True,East,4,1,6,0,999999,999999,999999,6,False,False,False,False,False,False,False,False,10,3,9,10,0,0,0,1,0,0,0,1,None,None,None,East,East,6,1,12,573,East
29,20,16,11,5,True,True,True,True,East,4,1,5,0,999999,999999,999999,5,False,False,False,False,False,False,False,False,10,3,8,11,0,0,0,1,0,0,0,1,None,None,None,East,East,5,1,11,572,East
30,20,16,12,5,True,True,True,True,East,4,1,4,1,1,999999,999999,4,False,False,False,False,False,False,False,False,10,3,7,12,1,0,0,1,1,0,0,0,North,None,None,North,North,5,1,10,571,North
31,20,16,12,6,True,True,True,True,North,4,1,5,0,999999,999999,999999,5,False,False,False,False,False,False,False,False,9,4,7,12,0,0,0,1,0,0,0,1,None,None,None,East,East,5,1,9,570,East
32,20,16,13,6,True,True,True,True,East,4,1,4,1,1,999999,999999,4,False,False,False,False,False,False,False,False,9,4,6,13,1,0,0,1,1,0,0,0,North,None,None,North,North,5,1,8,569,North
33,20,16,13,7,True,True,True,True,North,4,1,4,0,999999,999999,999999,4,False,False,False,False,False,False,False,False,8,5,6,13,0,0,0,1,1,0,0,0,None,None,None,North,North,4,1,7,568,East
34,20,16,14,7,True,True,True,True,East,4,1,2,0,999999,999999,999999,2,False,False,False,False,False,False,False,False,8,5,5,14,0,0,0,1,0,0,1,0,None,None,None,West,West,2,1,6,567,East
1,27,20,1,18,False,True,True,False,Stop,4,4,4,5,999999,5,999999,4,True,True,True,False,True,True,False,True,1,16,25,1,0,4,0,4,0,0,0,0,None,Stop,None,Stop,Stop,13,0,-1,0,South
2,27,20,1,17,True,True,False,False,South,4,4,4,3,999999,3,999999,4,True,True,True,False,False,False,True,False,2,15,1,1,0,4,0,4,1,1,2,0,None,North,None,South,South,13,0,-1,-1,South
3,27,20,1,16,True,True,True,False,South,4,4,4,2,999999,2,999999,4,True,True,True,False,False,True,False,True,3,14,17,1,0,4,0,4,1,1,2,0,None,North,None,South,South,12,0,-1,-2,South
4,27,20,1,15,True,True,True,False,South,4,4,5,1,999999,1,999999,5,True,True,True,False,False,False,False,False,4,13,17,1,0,4,0,4,1,0,1,2,None,North,None,East,East,12,0,-1,-3,South
5,27,20,1,14,True,True,True,False,South,4,4,5,0,999999,7,999999,5,True,True,True,False,False,False,False,False,5,12,10,1,0,3,0,4,1,1,2,0,None,South,None,South,South,12,0,-1,-4,South
6,27,20,1,13,True,True,False,False,South,4,4,4,2,2,6,999999,4,True,True,True,False,False,False,True,False,6,11,1,1,1,3,0,4,1,0,2,1,North,West,None,West,West,10,0,-1,-5,South
7,27,20,1,12,True,True,True,False,South,4,4,4,4,4,6,999999,4,True,True,True,False,False,True,False,True,7,10,20,1,1,3,0,4,1,1,1,1,North,South,None,South,South,10,0,-1,-6,South
8,27,20,1,11,True,True,False,False,South,4,4,5,4,6,4,999999,5,True,True,True,False,False,False,True,False,8,9,1,1,1,3,0,4,2,0,1,1,North,North,None,East,East,10,0,-1,-7,South
9,27,20,1,10,True,True,False,False,South,4,4,5,3,7,3,999999,5,True,True,True,False,False,True,True,True,9,8,1,1,1,3,0,4,3,1,0,0,North,North,None,North,North,8,0,-1,-8,South
10,27,20,1,9,True,True,False,False,South,4,4,5,3,8,3,999999,5,True,True,True,False,False,True,True,True,10,7,1,1,1,3,0,4,1,1,1,1,North,South,None,South,South,8,0,-1,-9,South
11,27,20,1,8,True,True,False,False,South,4,4,5,1,10,1,999999,5,True,True,True,False,False,True,True,True,11,6,1,1,1,3,0,4,2,0,1,1,North,North,None,North,North,6,0,-1,-10,South
12,27,20,1,7,True,True,False,False,South,4,4,4,0,11,2,999999,4,True,True,True,False,False,True,True,True,12,5,1,1,1,2,0,4,1,1,2,0,North,South,None,West,West,4,0,-1,-11,South
13,27,20,1,6,True,True,True,False,South,4,4,4,1,1,1,999999,4,True,True,True,False,False,True,False,True,13,4,11,1,2,2,0,4,0,2,1,1,West,South,None,West,West,5,0,-1,-12,East
14,27,20,2,6,False,True,True,True,East,4,4,2,0,1,3,999999,2,False,False,False,False,True,False,False,False,1,4,10,2,2,1,0,4,2,1,1,0,West,South,None,West,West,3,0,-1,-13,East
15,27,20,3,6,True,True,True,True,East,4,4,0,1,1,1,999999,8,False,False,True,False,Ghost,False,False,False,5,4,9,3,2,2,0,3,0,2,1,0,Stop,South,None,South,Stop,1,0,-1,-14,North
16,27,20,3,7,True,True,True,False,North,4,3,7,1,11,1,999999,7,False,True,True,False,False,False,False,False,4,5,4,1,1,2,0,3,1,0,2,0,West,North,None,West,Stop,8,0,-1,185,South
17,27,20,3,6,True,True,True,True,South,4,3,7,0,12,2,999999,7,False,False,True,False,False,False,False,False,5,4,9,3,1,1,0,3,2,0,1,0,West,North,None,North,Stop,7,0,-1,184,East
18,27,20,4,6,True,True,True,True,East,4,3,5,0,12,2,999999,5,False,False,False,False,False,False,False,False,5,4,8,4,1,1,0,3,1,0,2,0,West,West,None,West,West,7,0,-1,183,East
19,27,20,5,6,True,True,True,True,East,4,3,3,0,12,2,999999,3,False,False,False,False,False,False,False,False,5,4,7,5,1,1,0,3,1,0,2,0,West,West,None,West,West,5,0,-1,182,East
20,27,20,6,6,True,False,True,True,East,4,3,2,0,12,3,999999,2,False,False,False,True,False,True,False,True,5,1,6,6,1,1,0,3,1,1,0,1,East,South,None,South,South,5,0,-1,181,East
21,27,20,7,6,False,False,True,True,East,4,3,1,1,12,1,999999,1,True,False,False,True,True,False,False,False,1,1,5,7,1,2,0,3,1,1,0,1,East,South,None,North,North,3,0,-1,180,East
22,27,20,8,6,True,True,True,True,East,4,3,0,2,12,2,999999,6,True,False,True,False,False,False,False,False,11,4,4,8,1,2,0,2,0,2,0,1,East,South,None,South,South,3,0,-1,179,South
23,27,20,8,5,True,True,True,False,South,4,3,1,0,13,2,1,6,True,True,False,False,False,False,False,False,12,3,4,1,1,1,1,2,1,0,2,0,West,West,West,North,West,3,0,-1,178,South
24,27,20,8,4,True,True,True,False,South,4,3,0,1,1,1,999999,6,False,True,True,Ghost,False,False,False,False,13,2,4,1,2,1,0,2,1,0,0,1,North,Stop,None,North,Stop,1,0,-1,177,South
25,27,20,8,3,True,False,True,True,South,4,2,6,3,3,999999,999999,6,True,False,True,True,False,False,False,False,14,1,4,8,2,0,0,2,1,0,0,1,North,None,None,North,Stop,7,0,-1,376,North
26,27,20,8,4,True,True,True,False,North,4,2,6,1,1,999999,999999,6,False,True,True,False,False,False,False,False,13,2,4,1,2,0,0,2,0,1,0,1,South,None,None,South,South,7,0,-1,375,North
27,27,20,8,5,True,True,True,False,North,4,2,6,1,13,1,999999,6,True,True,False,False,False,False,False,False,12,3,4,1,1,1,0,2,0,1,0,1,East,South,None,South,South,7,0,-1,374,North
28,27,20,8,6,True,True,True,True,North,4,2,7,2,11,2,999999,7,True,False,True,False,False,False,False,False,11,4,4,8,1,1,0,2,0,1,0,1,South,East,None,East,East,9,0,-1,373,North
29,27,20,8,7,True,True,True,False,North,4,2,7,3,10,3,999999,7,False,True,True,False,False,False,False,False,10,5,4,1,1,1,0,2,0,1,0,1,South,East,None,East,East,10,0,-1,372,North
