@relation data/training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R37

@attribute TICK numeric
@attribute width numeric
@attribute height numeric
@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute legal_actions_N {True,False}
@attribute legal_actions_S {True,False}
@attribute legal_actions_E {True,False}
@attribute legal_actions_W {True,False}
@attribute direction {North,South,West,East,Stop}
@attribute number_ghosts numeric
@attribute number_living_ghosts numeric
@attribute mov_ver numeric
@attribute mov_hor numeric
@attribute min_distancia_norte numeric
@attribute min_distancia_sur numeric
@attribute min_distancia_oeste numeric
@attribute min_distancia_este numeric
@attribute num_ghost_N numeric
@attribute num_ghost_S numeric
@attribute num_ghost_W numeric
@attribute num_ghost_E numeric
@attribute num_ghost_ori_N numeric
@attribute num_ghost_ori_S numeric
@attribute num_ghost_ori_W numeric
@attribute num_ghost_ori_E numeric
@attribute direccion_fantasma_N {North,South,West,East,Stop,None}
@attribute direccion_fantasma_S {North,South,West,East,Stop,None}
@attribute direccion_fantasma_W {North,South,West,East,Stop,None}
@attribute direccion_fantasma_E {North,South,West,East,Stop,None}
@attribute direccion_fantasma_cercano {North,South,West,East,Stop}
@attribute distancia_fantasma_cercano numeric
@attribute pac_dots numeric
@attribute nearest_food numeric
@attribute SCORE numeric
@attribute action {North,South,West,East,Stop}

@data
56,31,17,25,4,True,True,False,False,South,4,3,1,1,6,1,24,1,2,1,1,2,1,0,1,1,North,East,North,East,East,2,5,10,545,South
57,31,17,25,3,True,False,True,False,South,4,3,1,0,7,999999,23,1,2,0,1,2,0,0,1,2,East,None,East,East,East,1,5,11,544,Stop
58,31,17,25,3,True,False,True,False,South,4,3,2,0,7,999999,22,2,2,0,1,2,0,0,0,3,East,None,East,East,East,2,5,11,543,North
59,31,17,25,4,True,True,False,False,North,4,3,1,1,6,1,23,1,2,1,1,2,0,0,3,0,West,West,West,West,West,2,5,10,542,North
60,31,17,25,5,False,True,True,True,North,4,3,2,2,5,2,24,2,2,1,1,2,0,0,2,1,West,East,West,East,East,4,5,9,541,East
61,31,17,26,5,False,False,True,True,East,4,3,1,2,5,2,24,1,2,1,1,2,0,0,0,3,East,East,East,East,East,3,5,10,540,East
62,31,17,27,5,True,False,False,True,East,4,3,1,2,5,2,24,1,2,1,1,2,0,0,1,2,East,East,East,East,East,3,5,11,539,Stop
63,31,17,27,5,True,False,False,True,East,4,3,2,2,5,2,24,2,2,1,1,2,0,0,0,3,East,East,East,East,East,4,5,11,538,West
64,31,17,26,5,False,False,True,True,West,4,3,3,1,6,1,23,3,2,1,1,2,2,0,0,1,North,North,North,North,North,4,5,10,537,West
65,31,17,25,5,False,True,True,True,West,4,3,3,0,6,999999,22,3,2,0,1,2,2,0,1,0,North,None,North,West,North,4,5,9,536,South
66,31,17,25,4,True,True,False,False,South,4,3,2,1,1,999999,22,2,3,0,1,2,1,1,1,0,North,None,South,West,North,5,5,10,535,South
67,31,17,25,3,True,False,True,False,South,4,3,1,1,1,999999,23,1,3,0,1,2,0,1,2,0,South,None,West,West,South,5,5,11,534,East
68,31,17,26,3,False,False,True,True,East,4,3,0,1,1,999999,23,3,3,0,1,1,0,1,1,1,South,None,East,South,South,4,5,12,533,East
69,31,17,27,3,False,False,True,True,East,4,3,0,1,1,999999,24,2,3,0,1,1,1,1,0,1,South,None,North,South,South,3,5,13,532,East
70,31,17,28,3,False,False,True,True,East,4,3,1,0,7,999999,1,1,2,0,2,1,0,1,0,1,South,None,East,Stop,Stop,1,5,14,531,East
71,31,17,29,3,True,False,False,True,East,4,2,1,7,7,999999,1,999999,2,0,2,0,0,0,1,1,West,None,East,None,East,13,5,15,730,North
72,31,17,29,4,True,True,False,False,North,4,2,1,6,6,999999,1,999999,2,0,2,0,0,0,1,1,West,None,East,None,East,12,5,14,729,North
73,31,17,29,5,True,True,False,False,North,4,2,2,4,4,999999,2,999999,2,0,2,0,0,1,1,0,South,None,West,None,West,12,5,13,728,North
74,31,17,29,6,False,True,False,True,North,4,2,1,2,2,999999,1,999999,2,0,2,0,0,1,0,1,South,None,East,None,East,10,5,12,727,West
75,31,17,28,6,False,False,True,True,West,4,2,0,2,2,999999,26,999999,2,0,1,0,0,0,0,2,East,None,East,None,East,9,5,11,726,West
76,31,17,27,6,True,True,True,False,West,4,2,0,2,2,999999,24,999999,2,0,1,0,0,0,1,1,East,None,East,None,West,9,5,10,725,North
77,31,17,27,7,True,True,False,False,North,4,2,0,1,1,999999,24,999999,2,0,1,0,0,0,1,1,East,None,East,None,West,8,5,9,724,North
78,31,17,27,8,False,True,True,False,North,4,2,1,1,7,1,1,999999,1,1,2,0,0,1,1,0,West,South,West,None,West,8,5,8,723,East
79,31,17,28,8,False,False,True,True,East,4,2,2,2,7,2,2,999999,1,1,2,0,0,1,1,0,West,South,West,None,West,9,5,9,722,East
80,31,17,29,8,True,False,False,True,East,4,2,4,2,7,2,4,999999,1,1,2,0,0,1,1,0,West,South,West,None,West,11,5,10,721,North
81,31,17,29,9,True,True,False,False,North,4,2,4,4,6,4,4,999999,1,1,2,0,0,1,1,0,West,South,West,None,West,10,5,9,720,North
82,31,17,29,10,False,True,False,True,North,4,2,3,4,5,4,3,999999,1,1,2,0,1,0,0,1,East,North,East,None,East,8,5,8,719,West
83,31,17,28,10,False,False,True,True,West,4,2,1,4,5,4,1,999999,1,1,2,0,1,0,0,1,East,North,East,None,East,6,5,7,718,West
84,31,17,27,10,True,False,True,False,West,4,2,1,3,5,3,24,1,1,1,1,1,1,0,0,1,East,North,North,East,East,6,5,6,717,North
85,31,17,27,11,True,True,False,False,North,4,2,0,4,4,4,24,999999,1,1,1,0,1,0,1,0,West,North,North,None,West,4,5,5,716,North
86,31,17,27,12,True,True,True,False,North,4,2,1,3,3,4,1,999999,1,1,2,0,1,0,1,0,West,North,West,None,West,4,5,4,715,North
87,31,17,27,13,False,True,True,True,North,4,2,2,2,2,5,2,999999,1,1,2,0,1,0,1,0,West,North,West,None,West,4,5,3,714,West
88,31,17,26,13,True,False,True,False,West,4,2,1,2,2,5,1,999999,1,1,2,0,1,0,1,0,West,North,West,None,West,3,5,2,713,North
89,31,17,26,14,True,True,False,True,North,4,2,0,1,1,6,24,999999,1,1,1,0,0,0,1,1,East,West,West,None,East,1,4,12,712,West
90,31,17,25,14,True,False,True,False,West,4,2,1,1,1,6,23,1,1,1,1,1,0,0,1,1,East,West,West,East,East,2,4,11,811,North
91,31,17,25,15,False,True,True,False,North,4,2,1,0,999999,7,22,1,0,1,1,1,0,0,0,2,None,East,East,East,East,1,4,12,810,Stop
92,31,17,25,15,False,True,True,False,North,4,1,22,8,999999,8,22,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,30,4,12,1009,Stop
93,31,17,25,15,False,True,True,False,North,4,1,22,7,999999,7,22,999999,0,1,1,0,1,0,0,0,None,North,North,None,North,29,4,12,1008,East
94,31,17,26,15,False,True,True,True,East,4,1,24,7,999999,7,24,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,31,4,13,1007,East
95,31,17,27,15,False,False,True,True,East,4,1,26,7,999999,7,26,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,33,4,14,1006,West
96,31,17,26,15,False,True,True,True,West,4,1,25,7,999999,7,25,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,32,4,13,1005,West
97,31,17,25,15,False,True,True,False,West,4,1,23,7,999999,7,23,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,30,4,12,1004,South
98,31,17,25,14,True,False,True,False,South,4,1,24,6,999999,6,24,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,30,4,11,1003,Stop
99,31,17,25,14,True,False,True,False,South,4,1,24,6,999999,6,24,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,30,4,11,1002,East
100,31,17,26,14,True,True,False,True,East,4,1,25,5,999999,5,25,999999,0,1,1,0,1,0,0,0,None,North,North,None,North,30,4,12,1001,South
101,31,17,26,13,True,False,True,False,South,4,1,25,3,999999,3,25,999999,0,1,1,0,1,0,0,0,None,North,North,None,North,28,4,11,1000,Stop
102,31,17,26,13,True,False,True,False,South,4,1,25,4,999999,4,25,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,29,4,11,999,Stop
103,31,17,26,13,True,False,True,False,South,4,1,25,4,999999,4,25,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,29,4,11,998,East
104,31,17,27,13,False,True,True,True,East,4,1,26,5,999999,5,26,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,31,4,12,997,South
105,31,17,27,12,True,True,True,False,South,4,1,25,4,999999,4,25,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,29,4,11,996,South
106,31,17,27,11,True,True,False,False,South,4,1,26,3,999999,3,26,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,29,4,12,995,South
107,31,17,27,10,True,False,True,False,South,4,1,26,1,999999,1,26,999999,0,1,1,0,1,0,0,0,None,North,North,None,North,27,4,13,994,East
108,31,17,28,10,False,False,True,True,East,4,1,27,2,999999,2,27,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,29,4,14,993,East
109,31,17,29,10,False,True,False,True,East,4,1,28,2,999999,2,28,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,30,4,15,992,South
110,31,17,29,9,True,True,False,False,South,4,1,27,1,999999,1,27,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,28,4,16,991,South
111,31,17,29,8,True,False,False,True,South,4,1,26,0,999999,999999,26,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,26,4,17,990,West
112,31,17,28,8,False,False,True,True,West,4,1,25,0,999999,999999,25,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,25,4,16,989,West
113,31,17,27,8,False,True,True,False,West,4,1,24,0,999999,999999,24,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,24,4,15,988,South
114,31,17,27,7,True,True,False,False,South,4,1,24,1,1,999999,24,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,25,4,15,987,South
115,31,17,27,6,True,True,True,False,South,4,1,25,2,2,999999,25,999999,1,0,1,0,0,0,1,0,West,None,West,None,Stop,25,4,14,986,South
116,31,17,27,5,True,False,False,True,South,4,1,26,3,3,999999,26,999999,1,0,1,0,0,0,1,0,West,None,West,None,Stop,24,4,13,985,West
117,31,17,26,5,False,False,True,True,West,4,1,25,3,3,999999,25,999999,1,0,1,0,0,0,1,0,West,None,West,None,Stop,23,4,12,984,West
118,31,17,25,5,False,True,True,True,West,4,1,24,4,4,999999,24,999999,1,0,1,0,1,0,0,0,North,None,North,None,Stop,22,4,11,983,West
119,31,17,24,5,False,False,True,True,West,4,1,23,3,3,999999,23,999999,1,0,1,0,0,1,0,0,South,None,South,None,Stop,21,4,10,982,West
120,31,17,23,5,True,True,True,False,West,4,1,22,3,3,999999,22,999999,1,0,1,0,0,1,0,0,South,None,South,None,Stop,20,4,9,981,North
121,31,17,23,6,True,True,False,False,North,4,1,22,3,3,999999,22,999999,1,0,1,0,1,0,0,0,North,None,North,None,Stop,21,4,10,980,North
122,31,17,23,7,False,True,True,False,North,4,1,22,2,2,999999,22,999999,1,0,1,0,1,0,0,0,North,None,North,None,Stop,22,4,11,979,East
123,31,17,24,7,False,False,True,True,East,4,1,23,1,1,999999,23,999999,1,0,1,0,0,1,0,0,South,None,South,None,Stop,23,4,12,978,East
124,31,17,25,7,True,False,False,True,East,4,1,23,1,1,999999,23,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,24,4,13,977,Stop
125,31,17,25,7,True,False,False,True,East,4,1,23,1,1,999999,23,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,24,4,13,976,North
126,31,17,25,8,True,True,False,False,North,4,1,23,0,999999,999999,23,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,23,4,13,975,North
127,31,17,25,9,True,True,False,True,North,4,1,22,1,999999,1,22,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,23,4,12,974,West
128,31,17,24,9,False,False,True,True,West,4,1,21,2,999999,2,21,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,23,4,11,973,West
129,31,17,23,9,False,False,True,True,West,4,1,20,2,999999,2,20,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,22,4,10,972,West
130,31,17,22,9,False,False,True,True,West,4,1,19,3,999999,3,19,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,22,4,9,971,West
131,31,17,21,9,True,True,True,True,West,4,1,18,4,999999,4,18,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,22,4,8,970,South
132,31,17,21,8,True,True,False,False,South,4,1,17,3,999999,3,17,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,20,4,9,969,South
133,31,17,21,7,True,True,False,False,South,4,1,18,2,999999,2,18,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,20,4,9,968,South
134,31,17,21,6,True,True,False,False,South,4,1,17,1,999999,1,17,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,18,4,8,967,South
135,31,17,21,5,True,False,False,True,South,4,1,17,0,999999,999999,17,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,17,4,7,966,West
136,31,17,20,5,False,False,True,True,West,4,1,15,0,999999,999999,15,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,15,4,6,965,West
137,31,17,19,5,False,True,True,True,West,4,1,15,0,999999,999999,15,999999,0,0,1,0,0,0,1,0,None,None,West,None,West,15,4,5,964,South
138,31,17,19,4,True,True,False,False,South,4,1,14,1,1,999999,14,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,15,4,6,963,South
139,31,17,19,3,True,False,False,True,South,4,1,13,2,2,999999,13,999999,1,0,1,0,0,0,0,1,East,None,East,None,Stop,14,4,7,962,West
140,31,17,18,3,False,False,True,True,West,4,1,12,2,2,999999,12,999999,1,0,1,0,0,0,0,1,East,None,East,None,Stop,13,4,6,961,West
141,31,17,17,3,False,False,True,True,West,4,1,11,2,2,999999,11,999999,1,0,1,0,0,0,0,1,East,None,East,None,Stop,12,4,5,960,West
142,31,17,16,3,False,False,True,True,West,4,1,9,2,2,999999,9,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,11,4,4,959,West
143,31,17,15,3,False,False,True,True,West,4,1,8,3,3,999999,8,999999,1,0,1,0,1,0,0,0,North,None,North,None,Stop,10,4,3,958,West
144,31,17,14,3,False,False,True,True,West,4,1,7,4,4,999999,7,999999,1,0,1,0,1,0,0,0,North,None,North,None,Stop,9,4,2,957,West
145,31,17,13,3,False,False,True,True,West,4,1,7,4,4,999999,7,999999,1,0,1,0,0,0,1,0,West,None,West,None,Stop,8,4,3,956,West
146,31,17,12,3,False,False,True,True,West,4,1,5,4,4,999999,5,999999,1,0,1,0,0,0,0,1,East,None,East,None,Stop,7,4,4,955,West
147,31,17,11,3,True,False,True,True,West,4,1,4,4,4,999999,4,999999,1,0,1,0,0,0,0,1,East,None,East,None,Stop,6,4,5,954,North
148,31,17,11,4,True,True,False,False,North,4,1,5,3,3,999999,5,999999,1,0,1,0,0,0,1,0,West,None,West,None,Stop,7,4,4,953,North
149,31,17,11,5,False,True,True,True,North,4,1,6,2,2,999999,6,999999,1,0,1,0,0,0,1,0,West,None,West,None,West,8,4,3,952,East
150,31,17,12,5,False,False,True,True,East,4,1,6,2,2,999999,6,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,8,4,2,951,East
151,31,17,13,5,False,False,True,True,East,4,1,7,2,2,999999,7,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,9,3,8,950,East
152,31,17,14,5,True,False,False,True,East,4,1,9,2,2,999999,9,999999,1,0,1,0,0,0,1,0,West,None,West,None,West,11,3,7,1049,North
153,31,17,14,6,True,True,False,False,North,4,1,9,2,2,999999,9,999999,1,0,1,0,1,0,0,0,North,None,North,None,North,11,3,6,1048,North
154,31,17,14,7,False,True,False,True,North,4,1,9,2,2,999999,9,999999,1,0,1,0,1,0,0,0,North,None,North,None,North,11,3,5,1047,West
155,31,17,13,7,False,False,True,True,West,4,1,7,2,2,999999,7,999999,1,0,1,0,0,0,0,1,East,None,East,None,East,9,3,6,1046,West
156,31,17,12,7,False,False,True,True,West,4,1,7,2,2,999999,7,999999,1,0,1,0,0,0,1,0,West,None,West,None,West,9,3,7,1045,West
157,31,17,11,7,True,False,True,False,West,4,1,6,2,2,999999,6,999999,1,0,1,0,0,0,1,0,West,None,West,None,West,8,3,8,1044,North
158,31,17,11,8,True,True,False,False,North,4,1,6,0,999999,999999,6,999999,0,0,1,0,0,1,0,0,None,None,South,None,South,6,3,7,1043,North
159,31,17,11,9,True,True,False,True,North,4,1,6,2,999999,2,6,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,8,3,6,1042,West
160,31,17,10,9,False,False,True,True,West,4,1,5,1,999999,1,5,999999,0,1,1,0,1,0,0,0,None,North,North,None,North,6,3,7,1041,West
161,31,17,9,9,True,False,True,True,West,4,1,4,2,999999,2,4,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,6,3,8,1040,West
162,31,17,8,9,False,False,True,True,West,4,1,3,2,999999,2,3,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,5,3,7,1039,West
163,31,17,7,9,False,False,True,True,West,4,1,2,2,999999,2,2,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,4,3,6,1038,West
164,31,17,6,9,False,False,True,True,West,4,1,0,2,999999,2,999999,999999,0,1,0,0,0,0,0,1,None,East,None,None,East,2,3,5,1037,West
165,31,17,5,9,False,True,True,False,West,4,1,2,2,999999,2,999999,2,0,1,0,1,0,0,0,1,None,East,None,East,East,4,3,4,1036,South
166,31,17,5,8,True,True,False,False,South,4,1,2,2,999999,2,999999,2,0,1,0,1,0,1,0,0,None,South,None,South,South,4,3,5,1035,South
167,31,17,5,7,True,False,True,False,South,4,1,2,2,999999,2,999999,2,0,1,0,1,0,1,0,0,None,South,None,South,South,4,3,6,1034,East
168,31,17,6,7,False,False,True,True,East,4,1,1,3,999999,3,999999,1,0,1,0,1,0,1,0,0,None,South,None,South,South,4,3,7,1033,East
169,31,17,7,7,False,True,False,True,East,4,1,0,3,999999,3,999999,999999,0,1,0,0,0,1,0,0,None,South,None,None,South,3,3,8,1032,South
170,31,17,7,6,True,True,False,False,South,4,1,0,2,999999,2,999999,999999,0,1,0,0,0,1,0,0,None,South,None,None,South,2,3,9,1031,South
171,31,17,7,5,True,True,False,True,South,4,1,0,1,999999,1,999999,999999,0,1,0,0,0,0,0,0,None,Stop,None,None,Stop,1,3,10,1030,South
6,20,16,12,10,True,True,True,True,Stop,4,3,3,3,3,3,3,999999,2,1,3,0,0,0,2,1,East,West,West,None,West,6,1,7,195,East
7,20,16,13,10,True,True,True,True,East,4,3,4,2,2,3,4,999999,2,1,3,0,0,1,2,0,South,West,West,None,West,7,1,6,194,East
8,20,16,14,10,True,True,True,True,East,4,3,6,2,2,3,6,999999,2,1,3,0,0,0,1,2,East,East,West,None,West,9,1,5,193,East
9,20,16,15,10,True,True,True,True,East,4,3,7,2,2,3,7,999999,2,1,3,0,1,0,1,1,West,East,North,None,North,11,1,4,192,East
10,20,16,16,10,True,True,True,True,East,4,3,8,1,1,3,8,999999,2,1,3,0,1,1,1,0,South,West,North,None,South,12,1,3,191,East
11,20,16,17,10,True,True,True,True,East,4,3,8,1,1,3,8,999999,2,1,3,0,0,0,0,3,East,East,East,None,East,12,1,2,190,East
12,20,16,18,10,True,True,False,True,East,4,3,10,0,4,3,10,999999,1,1,3,0,0,1,2,0,West,West,West,None,South,12,0,-1,189,South
13,20,16,18,9,True,True,False,True,South,4,3,10,2,2,3,10,999999,2,1,3,0,1,1,1,0,North,South,West,None,North,14,0,-1,288,South
14,20,16,18,8,True,True,False,True,South,4,3,11,1,2,1,11,999999,2,1,3,0,1,1,1,0,South,North,West,None,South,14,0,-1,287,West
15,20,16,17,8,True,True,True,True,West,4,3,9,1,3,1,9,999999,2,1,3,0,1,0,0,2,North,East,East,None,East,13,0,-1,286,West
16,20,16,16,8,True,True,True,True,West,4,3,7,2,3,2,7,999999,2,1,3,0,1,1,0,1,North,South,East,None,South,13,0,-1,285,West
17,20,16,15,8,True,True,True,True,West,4,3,6,2,3,2,6,999999,2,1,3,0,0,0,2,1,West,West,East,None,East,12,0,-1,284,West
18,20,16,14,8,True,True,True,True,West,4,3,6,2,3,2,6,999999,2,1,3,0,0,0,3,0,West,West,West,None,West,12,0,-1,283,West
19,20,16,13,8,True,True,True,True,West,4,3,6,1,3,1,6,999999,2,1,3,0,1,0,2,0,West,North,West,None,North,11,0,-1,282,West
20,20,16,12,8,True,True,True,True,West,4,3,6,2,3,2,6,999999,2,1,3,0,0,1,2,0,West,South,West,None,South,11,0,-1,281,West
21,20,16,11,8,True,True,True,True,West,4,3,6,2,4,2,6,999999,2,1,3,0,1,0,2,0,North,West,West,None,West,11,0,-1,280,South
22,20,16,11,7,True,True,True,True,South,4,3,7,1,5,1,7,999999,2,1,3,0,0,0,2,1,East,West,East,None,West,10,0,-1,279,West
23,20,16,10,7,True,True,True,True,West,4,3,5,2,5,2,5,999999,2,1,3,0,0,1,0,2,East,South,East,None,South,10,0,-1,278,West
24,20,16,9,7,True,True,True,True,West,4,3,4,3,5,3,4,999999,2,1,3,0,0,2,0,1,East,South,East,None,East,9,0,-1,277,West
25,20,16,8,7,True,True,True,True,West,4,3,2,3,6,3,2,999999,2,1,3,0,1,0,1,1,North,West,East,None,East,8,0,-1,276,West
26,20,16,7,7,True,True,True,True,West,4,3,1,3,5,3,1,999999,2,1,3,0,0,1,1,1,South,West,East,None,South,6,0,-1,275,South
27,20,16,7,6,True,True,True,True,South,4,3,0,1,6,1,6,999999,2,1,1,0,1,0,0,2,East,North,North,None,East,6,0,-1,274,South
28,20,16,7,5,True,True,True,True,South,4,3,0,1,7,1,1,999999,2,1,2,0,0,1,1,1,West,South,West,None,Stop,6,0,-1,273,West
29,20,16,6,5,True,True,True,True,West,4,3,0,1,7,1,4,2,2,1,1,1,0,0,1,2,West,East,East,East,East,5,0,-1,272,West
30,20,16,5,5,True,True,True,True,West,4,3,1,2,8,2,3,1,2,1,1,2,2,1,0,0,North,South,South,North,Stop,4,0,-1,271,West
31,20,16,4,5,True,True,True,True,West,4,3,2,1,8,1,2,3,2,1,1,2,1,1,0,1,South,North,North,East,North,3,0,-1,270,West
32,20,16,3,5,True,True,True,True,West,4,3,1,1,8,1,1,5,2,1,1,2,2,0,0,1,East,North,North,North,North,2,0,-1,269,South
33,20,16,3,4,True,True,True,True,South,4,3,1,1,1,999999,1,5,3,0,1,2,2,1,0,0,North,None,North,North,North,2,0,-1,268,South
34,20,16,3,3,True,False,True,True,South,4,3,2,2,2,999999,2,5,3,0,1,2,1,0,1,1,West,None,West,North,West,4,0,-1,267,West
35,20,16,2,3,True,False,True,True,West,4,3,1,1,1,999999,1,6,3,0,1,2,1,2,0,0,South,None,South,South,South,2,0,-1,266,North
36,20,16,2,4,True,True,True,True,North,4,3,1,1,1,999999,1,6,3,0,1,2,2,1,0,0,North,None,North,South,North,2,0,-1,265,North
37,20,16,2,5,True,True,True,True,North,4,3,1,0,7,999999,1,5,2,0,1,2,1,1,1,0,South,None,North,West,North,1,0,-1,264,North
38,20,16,2,6,True,True,True,True,North,4,3,1,2,6,2,1,5,2,1,1,2,0,2,1,0,South,South,South,South,South,3,0,-1,263,North
39,20,16,2,7,True,True,True,True,North,4,3,1,4,4,4,1,5,2,1,1,2,0,2,0,1,South,South,South,South,South,5,0,-1,262,West
40,20,16,1,7,True,True,True,False,West,4,3,1,4,4,4,999999,1,2,1,0,3,0,1,0,2,East,East,None,East,East,5,0,-1,261,South
41,20,16,1,6,True,True,True,False,South,4,3,1,3,5,3,999999,1,2,1,0,3,0,0,0,3,East,East,None,East,East,4,0,-1,260,South
42,20,16,1,5,True,True,True,False,South,4,3,0,2,5,2,999999,8,2,1,0,2,1,1,1,0,South,West,None,South,West,2,0,-1,259,South
43,20,16,1,4,True,True,True,False,South,4,3,0,1,6,1,999999,8,2,1,0,2,0,1,1,0,South,Stop,None,South,Stop,1,0,-1,258,South
44,20,16,1,3,True,False,True,False,South,4,2,8,8,8,999999,999999,8,2,0,0,2,1,1,0,0,North,None,None,North,Stop,2,0,-1,457,East
45,20,16,2,3,True,False,True,True,East,4,2,7,7,7,999999,999999,7,2,0,0,2,1,1,0,0,South,None,None,South,Stop,3,0,-1,456,East
46,20,16,3,3,True,False,True,True,East,4,2,5,8,8,999999,999999,5,2,0,0,2,1,0,1,0,North,None,None,West,Stop,4,0,-1,455,East
47,20,16,4,3,True,False,True,True,East,4,2,4,7,7,999999,999999,4,2,0,0,2,0,1,1,0,South,None,None,West,Stop,3,0,-1,454,East
48,20,16,5,3,True,False,True,True,East,4,2,4,7,7,999999,999999,4,2,0,0,2,0,0,0,2,East,None,None,East,Stop,2,0,-1,453,East
49,20,16,6,3,True,False,True,True,East,4,2,3,7,7,999999,999999,3,2,0,0,2,0,0,0,2,East,None,None,East,Stop,3,0,-1,452,East
50,20,16,7,3,True,False,True,True,East,4,2,2,7,7,999999,999999,2,2,0,0,2,1,0,0,1,East,None,None,North,Stop,4,0,-1,451,East
51,20,16,8,3,True,False,True,True,East,4,2,1,7,7,999999,999999,1,2,0,0,2,1,0,1,0,West,None,None,North,Stop,5,0,-1,450,North
52,20,16,8,4,True,True,True,True,North,4,2,1,7,7,999999,999999,1,2,0,0,2,2,0,0,0,North,None,None,North,Stop,6,0,-1,449,North
53,20,16,8,5,True,True,True,True,North,4,2,1,6,6,999999,999999,1,2,0,0,2,1,0,0,1,East,None,None,North,Stop,7,0,-1,448,North
54,20,16,8,6,True,True,True,True,North,4,2,0,4,4,999999,999999,3,2,0,0,1,0,1,1,0,South,None,None,South,South,7,0,-1,447,North
55,20,16,8,7,True,True,True,True,North,4,2,1,3,3,999999,999999,1,2,0,0,2,0,0,1,1,West,None,None,East,West,5,0,-1,446,North
56,20,16,8,8,True,True,True,True,North,4,2,2,2,2,999999,999999,2,2,0,0,2,0,0,0,2,East,None,None,East,East,5,0,-1,445,North
57,20,16,8,9,True,True,True,True,North,4,2,3,1,1,999999,999999,3,2,0,0,2,0,0,0,2,East,None,None,East,East,5,0,-1,444,North
58,20,16,8,10,True,True,True,True,North,4,2,2,0,4,999999,999999,2,1,0,0,2,0,0,1,1,West,None,None,West,East,5,0,-1,443,North
59,20,16,8,11,True,True,True,True,North,4,2,2,2,3,2,999999,2,1,1,0,2,0,1,1,0,West,South,None,West,West,5,0,-1,442,North
60,20,16,8,12,True,True,True,True,North,4,2,1,2,2,3,999999,1,1,1,0,2,0,0,2,0,West,West,None,West,West,3,0,-1,441,North
61,20,16,8,13,True,True,True,True,North,4,2,1,0,999999,4,999999,1,0,1,0,2,0,1,1,0,None,West,None,South,South,1,0,-1,440,North
62,20,16,8,14,False,True,True,True,North,4,2,2,1,999999,1,999999,2,0,2,0,2,0,0,0,2,None,East,None,East,East,3,0,-1,439,East
63,20,16,9,14,False,True,True,True,East,4,2,1,0,999999,4,999999,1,0,1,0,2,1,0,0,0,None,North,None,Stop,Stop,1,0,-1,438,East
64,20,16,10,14,False,True,True,True,East,4,1,2,3,999999,3,999999,2,0,1,0,1,1,0,0,0,None,North,None,North,North,5,0,-1,637,South
65,20,16,10,13,True,True,True,True,South,4,1,2,1,999999,1,999999,2,0,1,0,1,1,0,0,0,None,North,None,North,North,3,0,-1,636,South
66,20,16,10,12,True,True,True,True,South,4,1,2,0,999999,999999,999999,2,0,0,0,1,1,0,0,0,None,None,None,North,North,2,0,-1,635,South
67,20,16,10,11,True,True,True,True,South,4,1,1,1,1,999999,999999,1,1,0,0,1,0,0,1,0,West,None,None,West,West,2,0,-1,634,East
