@relation data/training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R37

@attribute TICK numeric
@attribute width numeric
@attribute height numeric
@attribute pacman_position_x numeric
@attribute pacman_position_y numeric
@attribute legal_actions_N {True,False}
@attribute legal_actions_S {True,False}
@attribute legal_actions_E {True,False}
@attribute legal_actions_W {True,False}
@attribute direction {North,South,West,East,Stop}
@attribute number_ghosts numeric
@attribute number_living_ghosts numeric
@attribute mov_ver numeric
@attribute mov_hor numeric
@attribute min_distancia_norte numeric
@attribute min_distancia_sur numeric
@attribute min_distancia_oeste numeric
@attribute min_distancia_este numeric
@attribute num_ghost_N numeric
@attribute num_ghost_S numeric
@attribute num_ghost_W numeric
@attribute num_ghost_E numeric
@attribute num_ghost_ori_N numeric
@attribute num_ghost_ori_S numeric
@attribute num_ghost_ori_W numeric
@attribute num_ghost_ori_E numeric
@attribute direccion_fantasma_N {North,South,West,East,Stop,None}
@attribute direccion_fantasma_S {North,South,West,East,Stop,None}
@attribute direccion_fantasma_W {North,South,West,East,Stop,None}
@attribute direccion_fantasma_E {North,South,West,East,Stop,None}
@attribute direccion_fantasma_cercano {North,South,West,East,Stop}
@attribute distancia_fantasma_cercano numeric
@attribute pac_dots numeric
@attribute nearest_food numeric
@attribute SCORE numeric
@attribute action {North,South,West,East,Stop}

@data
62,27,20,14,3,True,False,True,True,East,4,2,1,2,2,999999,1,6,2,0,1,1,0,0,2,0,West,None,West,West,West,3,0,-1,339,East
63,27,20,15,3,True,False,True,True,East,4,2,1,2,2,999999,1,4,2,0,1,1,0,0,1,1,East,None,East,West,East,3,0,-1,338,North
64,27,20,15,4,False,True,True,True,North,4,2,1,1,1,999999,1,4,2,0,1,1,0,0,1,1,East,None,East,West,East,2,0,-1,337,West
65,27,20,14,4,True,True,True,True,West,4,2,0,2,2,999999,999999,4,2,0,0,1,1,0,1,0,North,None,None,West,North,2,0,-1,336,North
66,27,20,14,5,True,True,False,True,North,4,1,4,13,13,999999,999999,4,1,0,0,1,0,0,1,0,West,None,None,West,Stop,13,0,-1,535,North
67,27,20,14,6,True,True,True,True,North,4,1,4,12,12,999999,999999,4,1,0,0,1,0,0,1,0,West,None,None,West,Stop,14,0,-1,534,North
68,27,20,14,7,True,True,False,True,North,4,1,4,11,11,999999,999999,4,1,0,0,1,0,0,1,0,West,None,None,West,Stop,15,0,-1,533,North
69,27,20,14,8,True,True,True,True,North,4,1,3,10,10,999999,999999,3,1,0,0,1,0,0,1,0,West,None,None,West,West,13,0,-1,532,North
70,27,20,14,9,True,True,False,True,North,4,1,3,9,9,999999,999999,3,1,0,0,1,0,0,1,0,West,None,None,West,West,12,0,-1,531,North
71,27,20,14,10,True,True,True,True,North,4,1,3,7,7,999999,999999,3,1,0,0,1,0,1,0,0,South,None,None,South,South,10,0,-1,530,North
72,27,20,14,11,True,True,True,True,North,4,1,2,6,6,999999,999999,2,1,0,0,1,0,0,1,0,West,None,None,West,West,8,0,-1,529,North
73,27,20,14,12,True,True,True,True,North,4,1,3,5,5,999999,999999,3,1,0,0,1,0,0,0,1,East,None,None,East,East,8,0,-1,528,North
74,27,20,14,13,True,True,False,False,North,4,1,2,4,4,999999,999999,2,1,0,0,1,0,0,1,0,West,None,None,West,West,6,0,-1,527,North
75,27,20,14,14,True,True,True,True,North,4,1,2,4,4,999999,999999,2,1,0,0,1,1,0,0,0,North,None,None,North,North,6,0,-1,526,North
76,27,20,14,15,True,True,True,True,North,4,1,1,3,3,999999,999999,1,1,0,0,1,0,0,1,0,West,None,None,West,West,4,0,-1,525,North
77,27,20,14,16,True,True,True,True,North,4,1,1,2,2,999999,999999,1,1,0,0,1,0,0,1,0,West,None,None,West,West,3,0,-1,524,East
78,27,20,15,16,True,True,True,True,East,4,1,1,2,2,999999,999999,1,1,0,0,1,0,0,0,1,East,None,None,East,East,3,0,-1,523,East
79,27,20,16,16,True,True,True,True,East,4,1,1,2,2,999999,1,999999,1,0,1,0,0,0,1,0,West,None,West,None,West,3,0,-1,522,North
80,27,20,16,17,True,True,True,True,North,4,1,1,1,1,999999,1,999999,1,0,1,0,0,0,1,0,West,None,West,None,West,2,0,-1,521,North
6,30,20,1,18,False,True,True,False,Stop,4,4,1,8,999999,8,999999,1,0,4,0,4,1,0,3,0,None,West,None,North,West,10,0,-1,-5,South
7,30,20,1,17,True,True,False,False,South,4,4,0,8,999999,8,999999,1,0,4,0,3,1,1,2,0,None,South,None,North,South,10,0,-1,-6,South
8,30,20,1,16,True,True,True,False,South,4,4,0,6,999999,6,999999,1,0,4,0,3,2,1,1,0,None,North,None,North,North,8,0,-1,-7,South
9,30,20,1,15,True,True,True,False,South,4,4,0,5,999999,5,999999,2,0,4,0,3,1,0,2,1,None,North,None,East,North,7,0,-1,-8,South
10,30,20,1,14,True,True,True,False,South,4,4,0,5,999999,5,999999,1,0,4,0,3,0,1,2,1,None,South,None,West,South,7,0,-1,-9,South
11,30,20,1,13,True,True,False,False,South,4,4,1,3,999999,3,999999,1,0,4,0,4,1,1,0,2,None,North,None,East,North,5,0,-1,-10,South
12,30,20,1,12,True,True,True,False,South,4,4,0,2,999999,2,999999,2,0,4,0,3,1,0,1,2,None,East,None,East,East,5,0,-1,-11,South
13,30,20,1,11,True,True,False,False,South,4,4,1,1,999999,1,999999,1,0,4,0,4,0,0,1,3,None,East,None,East,East,4,0,-1,-12,South
14,30,20,1,10,True,True,False,False,South,4,4,0,0,999999,5,999999,2,0,3,0,3,0,1,2,1,None,West,None,East,West,2,0,-1,-13,South
15,30,20,1,9,True,True,False,False,South,4,4,0,1,1,3,999999,2,1,3,0,3,1,0,1,2,East,North,None,West,North,3,0,-1,-14,South
16,30,20,1,8,True,True,False,False,South,4,4,0,1,2,1,999999,1,1,3,0,3,0,0,2,1,East,Stop,None,West,Stop,1,0,-1,-15,South
17,30,20,1,7,True,True,False,False,South,4,3,0,2,3,2,999999,1,1,2,0,2,1,0,1,1,East,North,None,North,North,3,0,-1,184,South
18,30,20,1,6,True,True,True,False,South,4,3,1,1,4,1,999999,1,1,2,0,3,1,0,0,2,East,North,None,North,North,2,0,-1,183,South
19,30,20,1,5,True,True,True,False,South,4,3,1,1,5,1,999999,1,1,2,0,3,0,1,0,2,East,South,None,South,South,2,0,-1,182,South
20,30,20,1,4,True,True,True,False,South,4,3,2,0,6,1,999999,2,1,1,0,3,0,0,0,3,East,East,None,East,East,2,0,-1,181,South
21,30,20,1,3,True,False,True,False,South,4,3,2,0,1,999999,999999,2,2,0,0,3,0,1,1,1,East,None,None,West,West,2,0,-1,180,East
22,30,20,2,3,True,False,True,True,East,4,3,1,0,1,999999,999999,1,2,0,0,3,1,1,1,0,North,None,None,North,South,2,0,-1,179,East
23,30,20,3,3,True,False,True,True,East,4,3,1,0,1,999999,1,1,2,0,1,2,1,0,1,0,West,None,West,Stop,Stop,1,0,-1,178,East
24,30,20,4,3,True,False,True,True,East,4,2,2,1,1,999999,2,2,2,0,1,1,0,0,1,1,West,None,West,East,West,3,0,-1,377,North
25,30,20,4,4,True,True,True,True,North,4,2,1,0,5,999999,1,2,1,0,1,1,0,1,0,1,South,None,East,South,East,1,0,-1,376,North
26,30,20,4,5,True,True,True,True,North,4,2,0,1,4,1,999999,1,1,1,0,1,0,0,1,1,West,East,None,West,East,1,0,-1,375,West
27,30,20,3,5,True,True,True,True,West,4,2,0,1,3,1,999999,2,1,1,0,1,0,1,1,0,South,West,None,South,West,1,0,-1,374,West
28,30,20,2,5,True,True,True,True,West,4,2,2,1,3,1,999999,2,1,1,0,2,0,0,0,2,East,East,None,East,East,3,0,-1,373,South
29,30,20,2,4,True,True,True,True,South,4,2,2,0,4,999999,999999,2,1,0,0,2,0,0,1,1,West,None,None,East,East,2,0,-1,372,South
30,30,20,2,3,True,False,True,True,South,4,2,2,0,5,999999,999999,2,1,0,0,2,0,1,0,1,East,None,None,South,South,2,0,-1,371,East
31,30,20,3,3,True,False,True,True,East,4,2,1,1,1,999999,999999,1,2,0,0,2,2,0,0,0,North,None,None,North,North,2,0,-1,370,East
32,30,20,4,3,True,False,True,True,East,4,2,1,1,1,999999,999999,1,2,0,0,2,0,0,1,1,East,None,None,East,East,2,0,-1,369,North
33,30,20,4,4,True,True,True,True,North,4,2,1,1,1,999999,999999,1,2,0,0,2,1,0,0,1,North,None,None,North,North,2,0,-1,368,North
34,30,20,4,5,True,True,True,True,North,4,1,1,4,4,999999,999999,1,1,0,0,1,0,0,1,0,West,None,None,West,Stop,5,0,-1,567,North
35,30,20,4,6,True,True,True,True,North,4,1,2,3,3,999999,999999,2,1,0,0,1,0,0,0,1,East,None,None,East,East,5,0,-1,566,North
36,30,20,4,7,True,True,True,True,North,4,1,2,2,2,999999,999999,2,1,0,0,1,0,0,0,1,East,None,None,East,East,4,0,-1,565,North
37,30,20,4,8,True,True,True,True,North,4,1,2,0,999999,999999,999999,2,0,0,0,1,0,1,0,0,None,None,None,South,South,2,0,-1,564,North
38,30,20,4,9,True,True,True,True,North,4,1,2,2,999999,2,999999,2,0,1,0,1,0,1,0,0,None,South,None,South,South,4,0,-1,563,East
39,30,20,5,9,True,True,True,True,East,4,1,0,2,999999,2,999999,999999,0,1,0,0,0,0,1,0,None,West,None,None,West,2,0,-1,562,North
40,30,20,5,10,False,True,True,True,North,4,1,1,3,999999,3,999999,1,0,1,0,1,0,0,0,1,None,East,None,East,East,4,0,-1,561,South
41,30,20,5,9,True,True,True,True,South,4,1,1,2,999999,2,999999,1,0,1,0,1,0,0,0,1,None,East,None,East,East,3,0,-1,560,South
42,30,20,5,8,True,True,True,True,South,4,1,1,2,999999,2,999999,1,0,1,0,1,0,1,0,0,None,South,None,South,South,3,0,-1,559,South
43,30,20,5,7,True,True,True,True,South,4,1,1,1,999999,1,999999,1,0,1,0,1,0,1,0,0,None,South,None,South,South,2,0,-1,558,South
44,30,20,5,6,True,True,True,True,South,4,1,2,0,999999,999999,999999,2,0,0,0,1,0,0,0,1,None,None,None,East,East,2,0,-1,557,East
45,30,20,6,6,True,False,True,True,East,4,1,2,0,999999,999999,999999,2,0,0,0,1,0,0,0,1,None,None,None,East,East,2,0,-1,556,East
46,30,20,7,6,False,False,True,True,East,4,1,1,1,999999,1,999999,1,0,1,0,1,0,1,0,0,None,South,None,South,South,2,0,-1,555,East
47,30,20,8,6,True,True,True,True,East,4,1,0,2,999999,2,999999,999999,0,1,0,0,0,1,0,0,None,South,None,None,South,2,0,-1,554,East
48,30,20,9,6,True,True,True,True,East,4,1,0,2,999999,2,999999,999999,0,1,0,0,0,0,0,1,None,East,None,None,East,2,0,-1,553,East
49,30,20,10,6,True,True,True,True,East,4,1,2,2,999999,2,2,999999,0,1,1,0,0,0,1,0,None,West,West,None,West,4,0,-1,552,South
50,30,20,10,5,True,True,True,True,South,4,1,2,2,999999,2,2,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,4,0,-1,551,South
51,30,20,10,4,True,True,True,True,South,4,1,2,1,999999,1,2,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,3,0,-1,550,South
52,30,20,10,3,True,False,True,True,South,4,1,1,0,999999,999999,1,999999,0,0,1,0,0,0,0,0,None,None,Stop,None,Stop,1,0,-1,549,West
7,20,13,1,11,False,True,True,False,Stop,4,4,5,0,999999,3,999999,5,0,3,0,4,0,2,1,1,None,South,None,South,South,9,2,14,-6,East
8,20,13,2,11,False,False,True,True,East,4,4,4,0,999999,2,999999,4,0,3,0,4,2,1,0,1,None,North,None,North,South,8,2,13,-7,East
9,20,13,3,11,False,False,True,True,East,4,4,3,0,999999,2,999999,3,0,3,0,4,1,1,2,0,None,West,None,North,West,6,2,12,-8,East
10,20,13,4,11,False,False,True,True,East,4,4,1,0,999999,2,999999,1,0,3,0,4,0,0,4,0,None,West,None,West,West,5,2,11,-9,East
11,20,13,5,11,False,True,True,True,East,4,4,0,0,999999,3,999999,1,0,3,0,3,0,1,3,0,None,West,None,West,West,3,2,10,-10,East
12,20,13,6,11,False,True,True,True,East,4,4,0,0,999999,2,1,1,0,3,1,2,2,1,0,0,None,North,South,Stop,Stop,1,2,9,-11,East
13,20,13,7,11,False,False,True,True,East,4,3,1,1,999999,1,1,5,0,3,2,1,2,1,0,0,None,North,North,South,North,2,2,8,188,East
14,20,13,8,11,False,False,True,True,East,4,3,2,1,999999,1,2,5,0,3,2,1,0,0,1,2,None,West,East,East,West,4,2,7,187,East
15,20,13,9,11,False,False,True,True,East,4,3,3,1,999999,1,3,4,0,3,2,1,1,1,0,1,None,East,South,North,East,4,2,6,186,East
16,20,13,10,11,False,True,True,True,East,4,3,4,1,999999,1,4,4,0,3,2,1,0,1,0,2,None,East,South,East,East,5,2,5,185,East
17,20,13,11,11,False,True,True,True,East,4,3,2,1,999999,1,6,2,0,3,2,1,0,0,3,0,None,West,West,West,West,4,2,4,184,East
18,20,13,12,11,False,False,True,True,East,4,3,0,0,999999,2,7,999999,0,2,2,0,1,0,2,0,None,West,North,None,West,2,2,3,183,East
19,20,13,13,11,False,False,True,True,East,4,3,2,0,999999,2,2,999999,0,2,3,0,0,0,2,1,None,West,West,None,West,4,2,2,182,East
20,20,13,14,11,False,True,True,True,East,4,3,3,0,999999,1,3,999999,0,2,3,0,1,0,2,0,None,North,North,None,North,4,1,9,181,South
21,20,13,14,10,True,True,False,False,South,4,3,3,1,1,1,3,999999,1,2,3,0,0,1,1,1,East,South,South,None,South,4,1,8,280,South
22,20,13,14,9,True,True,True,True,South,4,3,2,0,1,6,2,999999,1,1,3,0,0,2,0,1,South,South,East,None,East,2,1,7,279,West
23,20,13,13,9,False,True,True,True,West,4,3,1,1,2,1,1,999999,1,2,3,0,1,1,1,0,North,South,South,None,South,2,1,6,278,West
24,20,13,12,9,False,True,True,True,West,4,3,0,1,2,1,7,999999,1,2,2,0,0,1,2,0,West,South,West,None,South,1,1,5,277,West
25,20,13,11,9,True,False,True,True,West,4,3,1,0,2,6,6,1,1,1,2,1,1,0,2,0,West,West,West,North,North,1,1,4,276,West
26,20,13,10,9,True,True,True,True,West,4,3,2,1,1,1,5,2,1,2,2,1,1,2,0,0,South,South,South,South,South,3,1,3,275,West
27,20,13,9,9,False,True,True,True,West,4,3,4,1,2,1,4,4,1,2,2,1,2,0,0,1,North,East,North,East,East,5,1,4,274,East
28,20,13,10,9,True,True,True,True,East,4,3,3,1,2,1,5,3,1,2,2,1,1,1,0,1,North,East,North,East,East,4,1,3,273,East
29,20,13,11,9,True,False,True,True,East,4,3,3,1,2,1,5,3,1,2,2,1,1,0,0,2,East,East,East,East,East,4,1,4,272,East
30,20,13,12,9,False,True,True,True,East,4,3,2,1,1,1,6,2,1,2,2,1,1,1,0,1,South,East,South,East,East,3,1,5,271,East
31,20,13,13,9,False,True,True,True,East,4,3,2,1,1,1,8,2,1,2,2,1,1,0,1,1,West,East,West,East,East,3,1,6,270,South
32,20,13,13,8,True,True,True,True,South,4,3,2,1,1,1,7,2,2,1,2,1,2,0,0,1,North,North,East,North,North,3,1,5,269,South
33,20,13,13,7,True,False,True,True,South,4,3,3,0,2,999999,8,3,2,0,2,1,1,0,1,1,East,None,West,East,East,5,1,4,268,East
34,20,13,14,7,True,True,True,True,East,4,3,1,0,2,999999,9,1,2,0,2,1,0,0,2,1,West,None,West,West,West,3,1,5,267,East
35,20,13,15,7,True,False,True,True,East,4,3,0,1,1,999999,9,999999,3,0,2,0,1,0,1,1,North,None,East,None,West,2,1,6,266,North
36,20,13,15,8,True,True,True,True,North,4,3,1,0,1,999999,9,1,2,0,2,1,0,1,1,1,South,None,South,East,East,2,1,7,265,East
37,20,13,16,8,True,True,True,True,East,4,2,9,1,1,999999,9,999999,2,0,2,0,1,0,0,1,North,None,East,None,East,10,1,8,464,North
38,20,13,16,9,False,True,True,True,North,4,2,10,0,1,999999,10,999999,1,0,2,0,1,0,1,0,North,None,West,None,West,10,1,9,463,Stop
39,20,13,16,9,False,True,True,True,North,4,2,10,0,999999,1,10,999999,0,1,2,0,0,2,0,0,None,South,South,None,South,11,1,9,462,Stop
40,20,13,16,9,False,True,True,True,North,4,2,10,0,999999,2,10,999999,0,1,2,0,0,2,0,0,None,South,South,None,South,12,1,9,461,West
41,20,13,15,9,False,True,True,True,West,4,2,9,1,999999,1,9,999999,0,2,2,0,1,1,0,0,None,South,North,None,North,10,1,8,460,West
42,20,13,14,9,True,True,True,True,West,4,2,8,2,999999,2,8,999999,0,2,2,0,0,2,0,0,None,South,South,None,South,10,1,7,459,West
43,20,13,13,9,False,True,True,True,West,4,2,7,2,999999,2,7,999999,0,2,2,0,0,2,0,0,None,South,South,None,South,9,1,6,458,West
44,20,13,12,9,False,True,True,True,West,4,2,6,1,999999,1,6,999999,0,2,2,0,1,1,0,0,None,North,North,None,North,7,1,5,457,West
45,20,13,11,9,True,False,True,True,West,4,2,5,1,999999,1,5,999999,0,2,2,0,1,1,0,0,None,North,North,None,North,6,1,4,456,West
46,20,13,10,9,True,True,True,True,West,4,2,3,1,999999,1,3,999999,0,2,2,0,0,0,0,2,None,East,East,None,East,4,1,3,455,South
47,20,13,10,8,True,True,False,True,South,4,2,3,1,999999,1,3,999999,0,2,2,0,0,1,0,1,None,South,South,None,South,4,1,2,454,South
48,20,13,10,7,True,True,False,True,South,4,2,2,0,999999,2,2,999999,0,1,2,0,0,0,0,2,None,East,East,None,East,2,0,-1,453,South
49,20,13,10,6,True,True,False,True,South,4,2,1,1,1,1,1,999999,1,1,2,0,0,0,0,2,East,East,East,None,East,2,0,-1,552,West
50,20,13,9,6,True,True,True,True,West,4,2,0,1,1,2,7,999999,1,1,1,0,0,1,0,0,Stop,South,South,None,Stop,1,0,-1,551,North
51,20,13,9,7,True,True,True,True,North,4,1,7,3,999999,3,7,999999,0,1,1,0,0,1,0,0,None,South,South,None,Stop,8,0,-1,750,North
52,20,13,9,8,True,True,True,True,North,4,1,7,4,999999,4,7,999999,0,1,1,0,0,1,0,0,None,South,South,None,Stop,9,0,-1,749,North
53,20,13,9,9,False,True,True,True,North,4,1,6,5,999999,5,6,999999,0,1,1,0,0,0,0,1,None,East,East,None,Stop,10,0,-1,748,Stop
54,20,13,9,9,False,True,True,True,North,4,1,6,4,999999,4,6,999999,0,1,1,0,1,0,0,0,None,North,North,None,North,10,0,-1,747,South
55,20,13,9,8,True,True,True,True,South,4,1,5,3,999999,3,5,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,8,0,-1,746,South
56,20,13,9,7,True,True,True,True,South,4,1,5,2,999999,2,5,999999,0,1,1,0,0,0,0,1,None,East,East,None,East,7,0,-1,745,South
57,20,13,9,6,True,True,True,True,South,4,1,5,2,999999,2,5,999999,0,1,1,0,0,1,0,0,None,South,South,None,South,7,0,-1,744,South
58,20,13,9,5,True,True,True,True,South,4,1,5,0,999999,999999,5,999999,0,0,1,0,1,0,0,0,None,None,North,None,North,5,0,-1,743,South
59,20,13,9,4,True,True,True,True,South,4,1,5,0,999999,999999,5,999999,0,0,1,0,0,1,0,0,None,None,South,None,South,5,0,-1,742,West
60,20,13,8,4,True,True,True,True,West,4,1,3,0,999999,999999,3,999999,0,0,1,0,0,0,0,1,None,None,East,None,East,3,0,-1,741,West
61,20,13,7,4,True,True,True,True,West,4,1,2,1,1,999999,2,999999,1,0,1,0,1,0,0,0,North,None,North,None,North,3,0,-1,740,West
62,20,13,6,4,True,True,True,True,West,4,1,1,1,1,999999,1,999999,1,0,1,0,1,0,0,0,North,None,North,None,North,2,0,-1,739,West
63,20,13,5,4,True,True,True,True,West,4,1,1,1,1,999999,999999,1,1,0,0,1,0,0,0,1,East,None,None,East,East,2,0,-1,738,West
64,20,13,4,4,True,True,True,True,West,4,1,2,0,999999,999999,999999,2,0,0,0,1,0,1,0,0,None,None,None,South,South,2,0,-1,737,North
65,20,13,4,5,False,True,True,True,North,4,1,2,2,999999,2,999999,2,0,1,0,1,0,1,0,0,None,South,None,South,South,4,0,-1,736,East
66,20,13,5,5,False,True,True,True,East,4,1,2,2,999999,2,999999,2,0,1,0,1,0,0,0,1,None,East,None,East,East,4,0,-1,735,East
67,20,13,6,5,False,True,True,True,East,4,1,2,2,999999,2,999999,2,0,1,0,1,0,0,0,1,None,East,None,East,East,4,0,-1,734,South
68,20,13,6,4,True,True,True,True,South,4,1,2,0,999999,999999,999999,2,0,0,0,1,1,0,0,0,None,None,None,North,North,2,0,-1,733,South
69,20,13,6,3,True,False,True,True,South,4,1,2,1,1,999999,999999,2,1,0,0,1,1,0,0,0,North,None,None,North,North,3,0,-1,732,East
70,20,13,7,3,True,False,True,True,East,4,1,1,2,2,999999,999999,1,1,0,0,1,1,0,0,0,North,None,None,North,Stop,2,0,-1,731,East
71,20,13,8,3,True,False,True,True,East,4,1,0,1,1,999999,999999,999999,1,0,0,0,0,0,0,0,Stop,None,None,None,Stop,1,0,-1,730,North
8,31,17,15,3,False,False,True,True,Stop,4,4,6,0,4,999999,12,6,3,0,1,3,2,1,1,0,North,None,North,North,North,10,9,3,-7,East
9,31,17,16,3,False,False,True,True,East,4,4,5,0,3,999999,13,5,3,0,1,3,0,2,2,0,South,None,South,South,South,8,9,3,-8,East
10,31,17,17,3,False,False,True,True,East,4,4,4,0,3,999999,15,4,3,0,1,3,0,1,2,1,South,None,West,South,South,7,9,4,-9,East
11,31,17,18,3,False,False,True,True,East,4,4,3,0,3,999999,17,3,3,0,1,3,0,1,2,1,South,None,West,South,South,6,9,3,-10,East
12,31,17,19,3,True,False,False,True,East,4,4,2,0,3,999999,18,2,3,0,1,3,0,2,1,1,South,None,South,South,South,5,9,2,-11,Stop
13,31,17,19,3,True,False,False,True,East,4,4,2,0,2,999999,18,2,3,0,1,3,1,1,2,0,South,None,North,South,South,4,9,2,-12,North
14,31,17,19,4,True,True,False,False,North,4,4,2,1,2,1,17,2,3,1,1,3,1,0,1,2,North,East,East,North,North,4,9,3,-13,North
15,31,17,19,5,False,True,True,True,North,4,4,2,2,2,2,18,2,3,1,1,3,1,0,3,0,North,West,West,North,North,4,9,3,-14,West
16,31,17,18,5,False,False,True,True,West,4,4,3,2,2,2,17,3,3,1,1,3,1,0,3,0,North,West,West,North,North,5,9,3,-15,West
17,31,17,17,5,False,False,True,True,West,4,4,4,2,2,2,16,4,3,1,1,3,1,0,2,1,North,East,West,North,North,6,9,2,-16,West
18,31,17,16,5,True,False,True,False,West,4,4,5,2,2,2,15,5,3,1,1,3,1,1,1,1,North,West,South,North,North,7,8,2,-17,North
19,31,17,16,6,True,True,False,False,North,4,4,5,1,1,3,15,5,3,1,1,3,1,1,0,2,North,East,South,North,North,6,8,3,82,North
20,31,17,16,7,False,True,True,False,North,4,4,5,0,2,4,15,5,2,1,1,3,2,0,1,1,North,East,North,North,North,5,8,4,81,Stop
21,31,17,16,7,False,True,True,False,North,4,4,5,0,3,4,15,5,2,1,1,3,2,0,1,1,North,West,North,North,North,5,8,4,80,East
22,31,17,17,7,False,False,True,True,East,4,4,4,1,1,4,15,4,3,1,1,3,1,0,0,3,North,East,East,North,North,5,8,3,79,East
23,31,17,18,7,False,False,True,True,East,4,4,3,2,2,4,17,3,3,1,1,3,1,0,2,1,North,West,West,North,North,5,8,2,78,East
24,31,17,19,7,True,False,False,True,East,4,4,2,2,2,4,17,2,3,1,1,3,1,0,1,2,North,West,East,North,North,4,7,3,77,North
25,31,17,19,8,True,True,False,False,North,4,4,3,1,1,5,17,3,3,1,1,3,0,0,1,3,East,East,East,East,East,4,7,2,176,North
26,31,17,19,9,True,True,True,False,North,4,4,4,0,1,6,18,4,2,1,1,3,0,0,2,2,West,East,West,East,East,4,6,6,175,North
27,31,17,19,10,True,True,False,False,North,4,4,3,0,5,1,18,3,1,2,1,3,0,0,2,2,East,West,West,West,West,4,6,5,274,South
28,31,17,19,9,True,True,True,False,South,4,4,3,0,1,6,18,3,2,1,1,3,0,0,3,1,West,East,West,West,West,3,6,6,273,South
29,31,17,19,8,True,True,False,False,South,4,4,3,1,1,5,18,3,3,1,1,3,0,1,2,1,South,West,South,West,West,4,6,7,272,South
30,31,17,19,7,True,False,False,True,South,4,4,3,1,1,4,18,3,3,1,1,3,0,1,1,2,South,East,South,West,West,5,6,6,271,Stop
31,31,17,19,7,True,False,False,True,South,4,4,2,1,1,4,17,2,3,1,1,3,0,0,1,3,East,East,East,West,West,4,6,6,270,North
32,31,17,19,8,True,True,False,False,North,4,4,2,0,1,5,18,2,2,1,1,3,0,0,4,0,West,West,West,West,West,3,6,7,269,North
33,31,17,19,9,True,True,True,False,North,4,4,2,1,1,1,17,2,2,2,1,3,1,0,1,2,North,East,East,North,North,3,6,6,268,East
34,31,17,20,9,False,False,True,True,East,4,4,1,0,6,1,17,1,1,2,1,3,0,0,2,1,West,East,East,Stop,Stop,1,6,7,267,East
35,31,17,21,9,True,True,True,True,East,4,3,4,1,6,1,19,4,1,2,1,2,1,0,2,0,West,West,West,North,North,9,6,6,466,East
36,31,17,22,9,False,False,True,True,East,4,3,3,1,6,1,19,3,1,2,1,2,0,1,1,1,West,East,East,South,South,9,6,7,465,East
37,31,17,23,9,False,False,True,True,East,4,3,2,2,6,2,20,2,1,2,1,2,0,2,1,0,West,South,South,South,South,8,6,7,464,East
38,31,17,24,9,False,False,True,True,East,4,3,1,2,6,2,21,1,1,2,1,2,0,2,0,1,East,South,South,South,South,7,6,6,463,East
39,31,17,25,9,True,True,False,True,East,4,3,0,3,6,3,22,2,1,2,1,1,0,2,0,1,East,South,South,East,South,6,6,5,462,South
40,31,17,25,8,True,True,False,False,South,4,3,0,1,7,1,22,2,1,2,1,1,1,1,0,1,East,North,North,East,South,5,6,6,461,South
41,31,17,25,7,True,False,False,True,South,4,3,0,1,1,3,22,3,2,1,1,1,2,0,0,1,North,North,North,East,North,3,6,7,460,West
42,31,17,24,7,False,False,True,True,West,4,3,1,1,1,3,21,1,2,1,1,2,2,0,0,1,North,North,North,North,North,4,6,7,459,West
43,31,17,23,7,False,True,True,False,West,4,3,2,1,1,3,20,2,2,1,1,2,2,0,0,1,North,North,North,North,North,5,6,6,458,South
44,31,17,23,6,True,True,False,False,South,4,3,2,2,2,2,21,2,2,1,1,2,1,0,1,1,West,North,West,North,North,4,6,5,457,South
45,31,17,23,5,True,True,True,False,South,4,3,2,1,3,1,21,2,2,1,1,2,1,0,1,1,West,North,West,North,North,3,6,4,456,South
46,31,17,23,4,True,True,False,False,South,4,3,2,0,4,999999,21,2,2,0,1,2,1,0,2,0,West,None,West,North,North,2,6,3,455,South
47,31,17,23,3,True,False,False,True,South,4,3,2,0,5,999999,21,2,2,0,1,2,0,1,2,0,West,None,West,South,South,2,6,2,454,West
48,31,17,22,3,False,False,True,True,West,4,3,4,0,5,999999,19,4,2,0,1,2,0,0,1,2,East,None,East,East,East,4,5,10,453,West
49,31,17,21,3,False,False,True,False,West,4,3,4,0,5,999999,18,4,2,0,1,2,0,0,1,2,East,None,East,West,West,4,5,9,552,East
50,31,17,22,3,False,False,True,True,East,4,3,3,1,1,999999,20,3,3,0,1,2,1,0,2,0,North,None,West,North,North,4,5,10,551,East
51,31,17,23,3,True,False,False,True,East,4,3,2,1,1,999999,22,2,3,0,1,2,1,0,2,0,North,None,West,North,North,3,5,11,550,North
52,31,17,23,4,True,True,False,False,North,4,3,2,1,4,1,22,2,2,1,1,2,0,1,2,0,West,South,West,South,South,3,5,10,549,North
53,31,17,23,5,True,True,True,False,North,4,3,2,2,4,2,22,2,2,1,1,2,1,1,0,1,North,South,North,South,South,4,5,9,548,East
54,31,17,24,5,False,False,True,True,East,4,3,1,2,5,2,23,1,2,1,1,2,1,1,0,1,North,South,North,South,South,3,5,10,547,East
55,31,17,25,5,False,True,True,True,East,4,3,0,2,4,2,24,4,2,1,1,1,0,2,0,1,South,South,South,East,South,2,5,9,546,South
